,highway,side,between,time,period,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash,time_1,time_2
0,Tenth Street,Both,Lake Shore Blvd W and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane south thereof,43.60002299999999,-79.508664,43.59849506842023,-79.50802520071517,43.59849506842023,-79.50802520071517,dpz2nbb,9:00 a.m. to 6:00 p.m., Mon. to Sat.
1,Eleventh Street,Both,Lake Shore Blvd W and the first lane,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane,43.59979800000001,-79.5097125,43.597080205126176,-79.50858402698088,43.597080205126176,-79.50858402698088,dpz2n8x,9:00 a.m. to 6:00 p.m., Mon. to Sat.
3,Thirteenth Street,Both,Lake Shore Boulevard West and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , the first lane south thereof,43.599320999999996,-79.5118635,43.60221899999999,-79.51299525,43.60221899999999,-79.51299525,dpz2n9s,9:00 a.m. to 6:00 p.m., Mon. to Sat.
5,First Street,East,Lake Shore Boulevard West and a point 26 metres south,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , a point 26 metres south,43.60226400000002,-79.4984805,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:00 a.m. to 6:00 p.m., Mon. to Sat.
6,Second Street,Both,Lake Shore Blvd W and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane south thereof,43.60200299999999,-79.499655,43.63252200000001,-79.35327674999999,43.63252200000001,-79.35327674999999,dpz84r0,9:00 a.m. to 6:00 p.m., Mon. to Sat.
7,Thirty Sixth Street,West,Lake Shore Boulevard West and a point 36.5 metres south,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Lake Shore Boulevard West , a point 36.5 metres south,43.593669,-79.5369825,43.63189200000001,-79.35617475,43.63189200000001,-79.35617475,dpz84ny,8:00 a.m. to 6:00 p.m., Mon. to Sat.
8,Thirty Seventh Street,Both,Lake Shore Boulevard West and a point 36.5 metres south,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Lake Shore Boulevard West , a point 36.5 metres south,43.593408,-79.53819299999999,43.591105502459676,-79.53717843130032,43.591105502459676,-79.53717843130032,dpxrypd,8:00 a.m. to 6:00 p.m., Mon. to Sat.
9,Thirty Seventh Street,West,Lake Shore Boulevard West and a point 36.5 metres south,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Lake Shore Boulevard West , a point 36.5 metres south,43.593408,-79.53819299999999,43.59773351579239,-79.50401269747009,43.59773351579239,-79.50401269747009,dpz2nbd,8:00 a.m. to 6:00 p.m., Mon. to Sat.
10,Third Street,Both,Lake Shore Boulevard West and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , the first lane south thereof,43.60176899999999,-79.500744,43.63259898193229,-79.35504222343901,43.63259898193229,-79.35504222343901,dpz84pp,9:00 a.m. to 6:00 p.m., Mon. to Sat.
11,Third Street,Both,Lake Shore Boulevard West and the first lane,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , the first lane,43.60176899999999,-79.500744,43.63259898193229,-79.35504222343901,43.63259898193229,-79.35504222343901,dpz84pp,9:00 a.m. to 6:00 p.m., Mon. to Sat.
12,Fourth Street,Both,Lake Shore Blvd W and the first lane south,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane south,43.601508,-79.5018825,43.632200359592275,-79.35517153810731,43.632200359592275,-79.35517153810731,dpz84nz,9:00 a.m. to 6:00 p.m., Mon. to Sat.
13,Fourth Street,Both,Lake Shore Blvd W and the first lane north,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane north,43.601508,-79.5018825,43.632200359592275,-79.35517153810731,43.632200359592275,-79.35517153810731,dpz84nz,9:00 a.m. to 6:00 p.m., Mon. to Sat.
14,Fifth Street,Both,Lake Shore Boulevard West and the first lane south,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , the first lane south,43.60126500000001,-79.503021,43.63191978670129,-79.35531339335064,43.63191978670129,-79.35531339335064,dpz84nz,9:00 a.m. to 6:00 p.m., Mon. to Sat.
15,Fifth Street,Both,Lake Shore Boulevard West and a point 96.4 metres north of Lake Shore Boulevard West,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , a point 96.4 metres north of Lake Shore Boulevard West,43.60126500000001,-79.503021,43.60126500000001,-79.503021,43.60126500000001,-79.503021,dpz2nc7,9:00 a.m. to 6:00 p.m., Mon. to Sat.
16,Sixth Street,East,Lake Shore Boulevard West and a point 6.5 metres north of the lane,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Boulevard West , a point 6.5 metres north of the lane,43.601012999999995,-79.5041505,43.619787,-79.578261,43.619787,-79.578261,dpz2jhs,9:00 a.m. to 6:00 p.m., Mon. to Sat.
17,Sixth Street,West,A point 53 metres north of Morrison Street and a point 76 metres north therof,4:00 p.m. to 6:00 p.m.,10 mins.,A point 53 metres north of Morrison Street , a point 76 metres north therof,43.59863700000001,-79.50316049999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,4:00 p.m. to 6:00 p.m.,
18,Sixth Street,Both,Lake Shore Blvd W and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane south thereof,43.601012999999995,-79.5041505,43.63189200000001,-79.35617475,43.63189200000001,-79.35617475,dpz84ny,9:00 a.m. to 6:00 p.m., Mon. to Sat.
19,Sixth Street,West,Lake Shore Blvd W and the first lane north thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane north thereof,43.601012999999995,-79.5041505,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:00 a.m. to 6:00 p.m., Mon. to Sat.
20,Seventh Street,Both,Lake Shore Blvd W and the first lane north thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane north thereof,43.60077000000001,-79.505253,43.59773351579239,-79.50401269747009,43.59773351579239,-79.50401269747009,dpz2nbd,9:00 a.m. to 6:00 p.m., Mon. to Sat.
21,Seventh Street,Both,Lake Shore Blvd W and the first lane,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane,43.60077000000001,-79.505253,43.59773351579239,-79.50401269747009,43.59773351579239,-79.50401269747009,dpz2nbd,9:00 a.m. to 6:00 p.m., Mon. to Sat.
22,Eighth Street,Both,Lake Shore Blvd W and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane south thereof,43.600517999999994,-79.506441,43.600929746389404,-79.50660796402319,43.600929746389404,-79.50660796402319,dpz2nc3,9:00 a.m. to 6:00 p.m., Mon. to Sat.
23,Ninth Street,Both,Lake Shore Blvd W and the first lane south thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane south thereof,43.600257,-79.5076335,43.59904863294949,-79.5070978062924,43.59904863294949,-79.5070978062924,dpz2nbb,9:00 a.m. to 6:00 p.m., Mon. to Sat.
24,Ninth Street,Both,Lake Shore Blvd W and the first lane north thereof,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Lake Shore Blvd W , the first lane north thereof,43.600257,-79.5076335,43.59904863294949,-79.5070978062924,43.59904863294949,-79.5070978062924,dpz2nbb,9:00 a.m. to 6:00 p.m., Mon. to Sat.
25,Abbott Avenue,South,Dundas Street West and Indian Road (south intersection),8:00 a.m. to 6:00 p.m.,1 hour,Dundas Street West , Indian Road (south intersection),43.660755000000016,-79.45424549999998,43.660079999999994,-79.45739999999999,43.660079999999994,-79.45739999999999,dpz2ruh,8:00 a.m. to 6:00 p.m.,
26,Acacia Road,West,Davisville Avenue and Belsize Drive,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Davisville Avenue , Belsize Drive,43.699725000000015,-79.389621,43.701938999999996,-79.3902735,43.701938999999996,-79.3902735,dpz897t,8:00 a.m. to 6:00 p.m., Mon. to Fri.
28,Adelaide Street West,North,Shaw Street and Strachan Avenue,10:00 a.m. to 6:00 p.m.,1 hour,Shaw Street , Strachan Avenue,43.642709999999994,-79.415523,43.643322000000005,-79.4124135,43.643322000000005,-79.4124135,dpz82cj,10:00 a.m. to 6:00 p.m.,
29,Adelaide Street West,South,Shaw Street and Crawford Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Shaw Street , Crawford Street,43.642709999999994,-79.415523,43.642953,-79.41429,43.642953,-79.41429,dpz82bu,8:00 a.m. to 6:00 p.m., Mon. to Fri.
30,Adelaide Street West,North,Portugal Square and Bathurst Street (south intersection),8:00 a.m. to 6:00 p.m.,1 hour,Portugal Square , Bathurst Street (south intersection),43.64482500000001,-79.4047545,43.644879,-79.4030715,43.644879,-79.4030715,dpz831k,8:00 a.m. to 6:00 p.m.,
32,Admiral Road,South and west,St. George Street and Bernard Avenue (west intersection),10:00 a.m. to 6:00 p.m.,1 hour,St. George Street , Bernard Avenue (west intersection),43.674696925233654,-79.40323533532711,43.673220000000015,-79.40102399999999,43.673220000000015,-79.40102399999999,dpz83nm,10:00 a.m. to 6:00 p.m.,
33,Admiral Road,West,Bernard Avenue (east intersection) and Lowther Avenue,"10:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Bernard Avenue (east intersection) , Lowther Avenue,43.673220000000015,-79.40102399999999,43.67007000000001,-79.3994445,43.67007000000001,-79.3994445,dpz83jz,10:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
34,Adrian Avenue,North,Symington Avenue and Wiltshire Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Symington Avenue , Wiltshire Avenue,43.667756999999995,-79.452063,43.66802700000001,-79.45092449999999,43.66802700000001,-79.45092449999999,dpz82j9,8:00 a.m. to 6:00 p.m., Mon. to Fri.
36,Aitken Place,East,Scadding Avenue and Longboat Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Scadding Avenue , Longboat Avenue,43.649208,-79.364619,43.648218000000014,-79.36415099999999,43.648218000000014,-79.36415099999999,dpz861b,8:00 a.m. to 6:00 p.m., Mon. to Fri.
37,Alameda Avenue,East,A point 91.6 metres north of Vaughan Road and Belvidere Avenue,8:00 a.m. to 7:00 p.m.,1 hour,A point 91.6 metres north of Vaughan Road , Belvidere Avenue,43.69080600000001,-79.437501,43.69332600000001,-79.438401,43.69332600000001,-79.438401,dpz8864,8:00 a.m. to 7:00 p.m.,
38,Alameda Avenue,East,Lanark Avenue and a point 34 metres south of Eglinton Avenue West,"8:00 a.m. to 6:00 p.m., Mon. to Sat., except public holidays",2 hours,Lanark Avenue , a point 34 metres south of Eglinton Avenue West,43.69702499999999,-79.4398905,43.697826,-79.440264,43.697826,-79.440264,dpz886c,8:00 a.m. to 6:00 p.m., Mon. to Sat.
39,Alameda Avenue,East,Gloucester Grove (north intersection) and Lanark Avenue,8:00 a.m. to 7:00 p.m.,1 hour,Gloucester Grove (north intersection) , Lanark Avenue,43.69628699999999,-79.439625,43.69702499999999,-79.4398905,43.69702499999999,-79.4398905,dpz886c,8:00 a.m. to 7:00 p.m.,
40,Albani Street,South,A point 61 metres east of Dwight Avenue and Royal York Road,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 61 metres east of Dwight Avenue , Royal York Road,43.603128,-79.4982735,43.604181,-79.4933775,43.604181,-79.4933775,dpz2p1f,8:00 a.m. to 6:00 p.m., Mon. to Sat.
41,Albany Avenue,East,A point 51.8 metres north of Bloor Street West and Barton Avenue (south intersection),10:00 a.m. to 9:00 p.m.,1 hour,A point 51.8 metres north of Bloor Street West , Barton Avenue (south intersection),43.665372000000005,-79.41001499999999,43.668341999999996,-79.411131,43.668341999999996,-79.411131,dpz82vw,10:00 a.m. to 9:00 p.m.,
44,Albert Avenue,East,Lake Shore Boulevard West and a point 39.5 metres northwest,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Lake Shore Boulevard West , a point 39.5 metres northwest,43.615746,-79.488243,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Sat.
45,Alberta Avenue,West,Benson Avenue and St. Clair Avenue West,"Anytime, Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Benson Avenue , St. Clair Avenue West,43.678413000000006,-79.4330235,43.680069,-79.43372099999999,43.680069,-79.43372099999999,dpz82rw,Anytime, Dec. 1 of one year to Mar. 31 of the next following year
47,Albion Avenue,South,Pharmacy Avenue and the west end of Albion Avenue,"7:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Pharmacy Avenue , the west end of Albion Avenue,43.695612000000004,-79.28479349999999,43.74428399999999,-79.6076235,43.74428399999999,-79.6076235,dpz2u7r,7:00 a.m. to 6:00 p.m., Mon. to Fri.
48,Alcina Avenue,North,Wychwood Avenue and a point 61 metres west of Bathurst Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Wychwood Avenue , a point 61 metres west of Bathurst Street,43.679033999999994,-79.42223249999999,43.680087,-79.4171115,43.680087,-79.4171115,dpz82zd,8:00 a.m. to 6:00 p.m., Mon. to Fri.
49,Alcorn Avenue,South,A point 71 metres west of Yonge Street and Walker Avenue,10:00 a.m. to 6:00 p.m.,1 hour,A point 71 metres west of Yonge Street , Walker Avenue,43.68215699999999,-79.3916505,43.681158,-79.39629450000001,43.681158,-79.39629450000001,dpz83rc,10:00 a.m. to 6:00 p.m.,
50,Alcorn Avenue,North,Walker Avenue and a point 15 metres east of Oaklands Avenue,10:00 a.m. to 6:00 p.m.,1 hour,Walker Avenue , a point 15 metres east of Oakl,43.681158,-79.39629450000001,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,10:00 a.m. to 6:00 p.m.,
51,Aldridge Avenue,West,Danforth Avenue and Murdock Avenue,"8:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Danforth Avenue , Murdock Avenue,43.68473099999999,-79.3171845,43.68294900000001,-79.316433,43.68294900000001,-79.316433,dpz8e05,8:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
54,Allanford Road,East,A point 25 metres south of Dempster Street and a point 66 metres further south,"8:00 a.m. to 4:00 p.m., Mon. to Sat.",30 mins.,A point 25 metres south of Dempster Street , a point 66 metres further south,43.779897000000005,-79.2926955,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m., Mon. to Sat.
55,Allenbury Gardens,West and south,Kingslake Road (west intersection) and a point 103 metres south of Kingslake Road (east intersection),Anytime,2 hours,Kingslake Road (west intersection) , a point 103 metres south of Kingslake Road (east intersection),43.780958999999996,-79.3443015,43.780958999999996,-79.3443015,43.780958999999996,-79.3443015,dpz946p,Anytime,
56,Alvin Avenue,East,Heath Street East and a point 30.5 metres north,"Anytime, Mon. to Sat.",1 hour,Heath Street East , a point 30.5 metres north,43.69028399999999,-79.3934235,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime, Mon. to Sat.
57,Alvin Avenue,East,Glen Elm Avenue and a point 62.2 metres south,"Anytime, Mon. to Sat.",1 hour,Glen Elm Avenue , a point 62.2 metres south,43.691589,-79.3934775,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime, Mon. to Sat.
58,Ambrose Road,West,Maureen Drive and Arrowstook Road,"9:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Maureen Drive , Arrowstook Road,43.77146400000001,-79.37163,43.772463000000016,-79.371882,43.772463000000016,-79.371882,dpz91be,9:00 a.m. to 6:00 p.m., Mon. to Fri.
59,Amherst Avenue,South,Glenholme Avenue and a point 52 metres west of Oakwood Avenue,"7:00 a.m. to 7:00 p.m., Mon. to Fri.",12 hours,Glenholme Avenue , a point 52 metres west of Oakwood Avenue,43.690760999999995,-79.443432,43.691463,-79.4403135,43.691463,-79.4403135,dpz883c,7:00 a.m. to 7:00 p.m., Mon. to Fri.
60,Amroth Avenue,West,Oakcrest Avenue and a point 91.4 metres south of Danforth Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Oakcrest Avenue , a point 91.4 metres south of Danforth Avenue,43.683417000000006,-79.3106325,43.68595500000001,-79.311672,43.68595500000001,-79.311672,dpz8e0z,8:00 a.m. to 6:00 p.m.,
61,Amsterdam Avenue,North,Westview Boulevard and Victoria Park Avenue,"8:00 a.m. to 6:00 p.m., inclusive",1 hour,Westview Boulevard , Victoria Park Avenue,43.71386400000001,-79.30485449999999,43.71519599999999,-79.298631,43.71519599999999,-79.298631,dpz8ew0,8:00 a.m. to 6:00 p.m., inclusive
62,Anaconda Avenue,North and west,A point 64 metres west of Birchmount Road and Chestnut Crescent (north intersection),"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,A point 64 metres west of Birchmount Road , Chestnut Crescent (north intersection),43.71856199999999,-79.2730935,43.71794099999999,-79.274277,43.71794099999999,-79.274277,dpz8snd,8:00 a.m. to 4:00 p.m., Mon. to Fri.
63,Anderson Avenue,South,Oriole Parkway and Eastbourne Avenue,10:00 a.m. to 6:00 p.m.,1 hour,Oriole Parkway , Eastbourne Avenue,43.70319900000001,-79.4054925,43.70347799999999,-79.40414249999999,43.70347799999999,-79.40414249999999,dpz895g,10:00 a.m. to 6:00 p.m.,
64,Anderson Avenue,North,Duplex Avenue and Oriole Parkway,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Duplex Avenue , Oriole Parkway,43.70420700000001,-79.40047499999999,43.70319900000001,-79.4054925,43.70319900000001,-79.4054925,dpz895f,10:00 a.m. to 6:00 p.m., Mon. to Fri.
65,Annesley Avenue,North,Bessborough Drive and Hanna Road,"8:00 a.m. to 6:00 p.m., inclusive except public holidays",1 hour,Bessborough Drive , Hanna Road,43.714899,-79.376463,43.715547,-79.373466,43.715547,-79.373466,dpz89y4,8:00 a.m. to 6:00 p.m., inclusive except public holidays
66,Annesley Avenue,South,Bessborough Drive and Hanna Road,"8:00 a.m. to 6:00 p.m., inclusive except public holidays",1 hour,Bessborough Drive , Hanna Road,43.714899,-79.376463,43.715547,-79.373466,43.715547,-79.373466,dpz89y4,8:00 a.m. to 6:00 p.m., inclusive except public holidays
67,Antrim Crescent,South,A point 82 metres northwest of Dundalk Drive and the south limit of the Cul-de-Sac,8:00 a.m. to 4:00 p.m.,30 mins.,A point 82 metres northwest of Dundalk Drive , the south limit of the Cul-de-Sac,43.77158100000001,-79.2859545,43.67846699999999,-79.38268199999999,43.67846699999999,-79.38268199999999,dpz83x7,8:00 a.m. to 4:00 p.m.,
68,Antrim Crescent,Both,North limit of the cul-de-sac and south limit of the cul-de-sac,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",30 mins.,North limit of the cul-de-sac , south limit of the cul-de-sac,43.77175567168547,-79.28625083843666,43.67846699999999,-79.38268199999999,43.67846699999999,-79.38268199999999,dpz83x7,8:00 a.m. to 4:00 p.m., Mon. to Fri.
69,Apex Road,South,A point 150 metres west of Dufferin Street and a point 60 metres west thereof,8:00 a.m. to 9:00 p.m.,1 hour,A point 150 metres west of Dufferin Street , a point 60 metres west thereof,43.716546000000015,-79.455222,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 9:00 p.m.,
70,Apex Road,North,Dufferin Street and a point 91 metres west,8:00 a.m. to 9:00 p.m.,1 hour,Dufferin Street , a point 91 metres west,43.71654600000001,-79.4552265,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 9:00 p.m.,
71,Appleton Avenue,West,A point 55 metres north of St. Clair Avenue West and Glenhurst Avenue,"8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,A point 55 metres north of St. Clair Avenue West , Glenhurst Avenue,43.67920499999999,-79.437564,43.68148200000001,-79.43845499999999,43.68148200000001,-79.43845499999999,dpz82rf,8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month
72,Appleton Avenue,East,A point 55 metres north of St. Clair Avenue West and Glenhurst Avenue,"8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,A point 55 metres north of St. Clair Avenue West , Glenhurst Avenue,43.67920499999999,-79.437564,43.68148200000001,-79.43845499999999,43.68148200000001,-79.43845499999999,dpz82rf,8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month
73,Appleton Avenue,West,St. Clair Avenue West and a point 58.2 metres north,"8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Apr. 1 of the next following year, inclusive",1 hour,St. Clair Avenue West , a point 58.2 metres north,43.67920499999999,-79.437564,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Apr. 1 of the next following year
74,Appleton Avenue,West,A point 55 metres north of St. Clair Avenue West and Glenhurst Avenue,"8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 55 metres north of St. Clair Avenue West , Glenhurst Avenue,43.67920499999999,-79.437564,43.68148200000001,-79.43845499999999,43.68148200000001,-79.43845499999999,dpz82rf,8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
75,Archer Road,North,Spadina Road and Dunloe Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Spadina Road , Dunloe Road,43.696079999999995,-79.415784,43.696494,-79.4139435,43.696494,-79.4139435,dpz88fs,8:00 a.m. to 6:00 p.m., Mon. to Fri.
82,Armadale Avenue,East,Colbeck Street (west intersection) and Annette Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Colbeck Street (west intersection) , Annette Street,43.653167999999994,-79.484931,43.658469,-79.48710449999999,43.658469,-79.48710449999999,dpz2r5z,8:00 a.m. to 6:00 p.m., Mon. to Sat.
83,Armadale Avenue,East,Mayfield Avenue (north intersection) and Bloor Street West,8:00 a.m. to 6:00 p.m.,1 hour,Mayfield Avenue (north intersection) , Bloor Street West,43.64811900000001,-79.482303,43.649666999999994,-79.4829555,43.649666999999994,-79.4829555,dpz2r64,8:00 a.m. to 6:00 p.m.,
84,Arthur Street,South,Weston Road and the east end of Arthur Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Weston Road , the east end of Arthur Street,43.696799999999996,-79.508862,43.696932832314175,-79.50808243160583,43.696932832314175,-79.50808243160583,dpz2wdz,8:00 a.m. to 6:00 p.m., Mon. to Sat.
85,Arundel Avenue,East,A point 87 metres north of Danforth Avenue and Browning Avenue,"9:00 a.m. to 6:00 p.m., Mon. to Fri., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 87 metres north of Danforth Avenue , Browning Avenue,43.677792000000004,-79.3507275,43.682004000000006,-79.352334,43.682004000000006,-79.352334,dpz8d21,9:00 a.m. to 6:00 p.m., Mon. to Fri.
87,Arundel Avenue,East,Mortimer Avenue and a point 47.8 metres south of Nealon Avenue,"8:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Mortimer Avenue , a point 47.8 metres south of Nealon Avenue,43.68460949999999,-79.35329924999999,43.68373199999999,-79.3529505,43.68373199999999,-79.3529505,dpz8d22,8:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
89,Ashbury Avenue,South,Glenholme Avenue and Oakwood Avenue,"7:00 a.m. to 7:00 p.m., Mon. to Fri., from the 1st day of Dec. to the 31st day of Mar., inclusive",12 hours,Glenholme Avenue , Oakwood Avenue,43.689887999999996,-79.443063,43.69058999999999,-79.4399445,43.69058999999999,-79.4399445,dpz8839,7:00 a.m. to 7:00 p.m., Mon. to Fri.
90,Ashbury Avenue,North,Glenholme Avenue and Oakwood Avenue,"7:00 a.m. to 7:00 p.m., Mon. to Fri., from the 16th day of each month to the last day of  each month, Apr. 1 to Nov. 30, inclusive",12 hours,Glenholme Avenue , Oakwood Avenue,43.689887999999996,-79.443063,43.69058999999999,-79.4399445,43.69058999999999,-79.4399445,dpz8839,7:00 a.m. to 7:00 p.m., Mon. to Fri.
91,Ashbury Avenue,South,Glenholme Avenue and Oakwood Avenue,"7:00 a.m. to 7:00 p.m., Mon. to Fri., from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",12 hours,Glenholme Avenue , Oakwood Avenue,43.689887999999996,-79.443063,43.69058999999999,-79.4399445,43.69058999999999,-79.4399445,dpz8839,7:00 a.m. to 7:00 p.m., Mon. to Fri.
92,Ashby Place,East,A point 17 metres northwest of King Street East and a point 38.5 metres further northwest,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 17 metres northwest of King Street East , a point 38.5 metres further northwest,43.655985000000015,-79.357644,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,10:00 a.m. to 6:00 p.m., Mon. to Fri.
93,Ashdale Avenue,East,Gerrard Street East and Dundas Street East,"Anytime, Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Gerrard Street East , Dundas Street East,43.672292999999996,-79.321842,43.668306,-79.32019499999998,43.668306,-79.32019499999998,dpz87j8,Anytime, Dec. 1 of one year to Mar. 31 of the next following year
94,Ashland Avenue,South,Coxwell Avenue and the east end of Ashland Avenue,Anytime,1 hour,Coxwell Avenue , the east end of Ashl,43.66792799999999,-79.31722049999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
95,Asquith Avenue,South,A point 9 metres east of Church Street and a point 25 metres further east,"7:00 a.m. to 9:00 a.m., 11:30 a.m. to 1:00 p.m., 4:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays",15 mins.,A point 9 metres east of Church Street , a point 25 metres further east,43.672022999999996,-79.3836135,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:00 a.m. to 9:00 a.m., 11:30 a.m. to 1:00 p.m.
96,Atlas Avenue,West,A point 79.4 metres south of Dundurn Crescent and a point 34.6 metres north thereof,"8:00 a.m. to 9:30 a.m., 11:00 a.m. to 1:30 p.m., 2:30 p.m. to 4:30 p.m., Mon. to Fri.",10 mins.,A point 79.4 metres south of Dundurn Crescent , a point 34.6 metres north thereof,43.68355199999999,-79.43190299999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 9:30 a.m., 11:00 a.m. to 1:30 p.m.
