,highway,side,between,time,period,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash,time_1,time_2
2956,Raglan Avenue,East,Maplewood Avenue and Claxton Boulevard (south roadway),"6:00 a.m. to 6:00 p.m., Mon. to Fri., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Maplewood Avenue , Claxton Boulevard (south roadway),43.68616200000001,-79.42088249999999,43.68769199999999,-79.421472,43.68769199999999,-79.421472,dpz889p,6:00 a.m. to 6:00 p.m., Mon. to Fri.
2957,Raglan Avenue,East,A point 61.1 metres north of St. Clair Avenue West and Claxton Boulevard,"6:00 a.m. to 6:00 p.m., Mon. to Fri., from the 1st day to the 15th day of each month, from Apr. 1 to Nov. 30, inclusive",1 hour,A point 61.1 metres north of St. Clair Avenue West , Claxton Boulevard,43.682958000000006,-79.4195235,43.68769199999999,-79.421472,43.68769199999999,-79.421472,dpz889p,6:00 a.m. to 6:00 p.m., Mon. to Fri.
2958,Raglan Avenue,West,A point 61.1 metres north of St. Clair Avenue West and Claxton Boulevard (south roadway),"6:00 a.m. to 6:00 p.m., Mon. to Fri., from the 16th day to the last day of each month, from Apr. 1 to Nov. 30, inclusive",1 hour,A point 61.1 metres north of St. Clair Avenue West , Claxton Boulevard (south roadway),43.682958000000006,-79.4195235,43.68769199999999,-79.421472,43.68769199999999,-79.421472,dpz889p,6:00 a.m. to 6:00 p.m., Mon. to Fri.
2959,Raglan Avenue,West,A point 61.1 metres north of St. Clair Avenue West and Maplewood Avenue,"6:00 a.m. to 6:00 p.m., Mon. to Fri., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 61.1 metres north of St. Clair Avenue West , Maplewood Avenue,43.682958000000006,-79.4195235,43.68616200000001,-79.42088249999999,43.68616200000001,-79.42088249999999,dpz888z,6:00 a.m. to 6:00 p.m., Mon. to Fri.
2962,Pape Avenue,West,A point 15 metres north of Langley Avenue and a point 55 metres further north,"7:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:00 p.m., and 3:00 p.m. to 6:00 p.m., Mon. to Fri.",10 mins.,A point 15 metres north of Langley Avenue , a point 55 metres further north,43.67026799999999,-79.3412505,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:00 p.m.
2964,Stanley Avenue,North,Walnut Avenue and Niagara Street,8:00 a.m. to 6:00 p.m.,1 hour,Walnut Avenue , Niagara Street,43.643223000000006,-79.4092905,43.643466000000004,-79.40829149999999,43.643466000000004,-79.40829149999999,dpz8310,8:00 a.m. to 6:00 p.m.,
2965,Orde Street,North,Murray Street and a point 82.5 metres west,"7:30 a.m. to 10:00 a.m., 11:30 a.m. to 1:30 p.m., 3:00 p.m. to 6:15 p.m., Mon. to Fri.",10 mins.,Murray Street , a point 82.5 metres west,43.65837,-79.39143,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 10:00 a.m., 11:30 a.m. to 1:30 p.m.
2966,Cheston Road,West,Belsize Drive and a point 50 metres north,"11:15 a.m. to 1:15 p.m. and 3:00 p.m. to 4:00 p.m., Mon. to Fri.",10 mins.,Belsize Drive , a point 50 metres north,43.704639000000014,-79.37720999999999,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,11:15 a.m. to 1:15 p.m. and 3:00 p.m. to 4:00 p.m., Mon. to Fri.
2968,Richmond Street West,South,A point 68 metres east of Bay Street and a point 55 metres further east,"6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; Anytime Sat., Sun. and public holidays",13 hours (buses only),A point 68 metres east of Bay Street , a point 55 metres further east,43.65116100000001,-79.381314,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; Anytime Sat.
2969,Richmond Street West,South,A point 16 metres east of Sheppard Street and a point 38 metres further east,"6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; Anytime Sat., Sun. and public holidays",13 hours (buses only),A point 16 metres east of Sheppard Street , a point 38 metres further east,43.65084599999999,-79.382664,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; Anytime Sat.
2970,Richmond Street West,South,A point 16 metres east of Sheppard Street and a point 38 metres further east,"9:30 a.m. to 3:30 p.m., Mon. to Fri., inclusive",30 mins. (delivery vehicles parking zone),A point 16 metres east of Sheppard Street , a point 38 metres further east,43.65084599999999,-79.382664,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:30 a.m. to 3:30 p.m., Mon. to Fri.
2971,Richmond Street West,South,A point 50.4 metres east of York Street and a point 58.6 metres further east,"6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; Anytime Sat., Sun. and public holidays",13 hours (buses only),A point 50.4 metres east of York Street , a point 58.6 metres further east,43.65042299999999,-79.3846035,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,6:30 p.m. of one day to 7:30 a.m. of the next following day, Mon. to Fri.; Anytime Sat.
2972,Gilpin Avenue,North,Keele Street and Bicknell Avenue,"8:00a .m. to 6:00 p.m., Mon. to Fri.",1 hour,Keele Street , Bicknell Avenue,43.68291300000001,-79.47193049999998,43.68241800000001,-79.47395999999999,43.68241800000001,-79.47395999999999,dpz2x80,8:00a .m. to 6:00 p.m., Mon. to Fri.
2973,Westroyal Road,West,A point 185 metres north of The Westway and a point 22 metres further north,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",15 mins.,A point 185 metres north of The Westway , a point 22 metres further north,43.690770000000015,-79.536762,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 5:00 p.m., Mon. to Fri.
2974,Westroyal Road,West,A point 267.5 metres north of The Westway and a point 48 metres further north,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",15 mins.,A point 267.5 metres north of The Westway , a point 48 metres further north,43.690770000000015,-79.536762,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 5:00 p.m., Mon. to Fri.
2975,Santamonica Boulevard,South,A point 15 metres east of Huddleston Court (east intersection) and a point 50 metres further east,"8:00 a.m. to 4:00 p.m. Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",15 mins.,A point 15 metres east of Huddleston Court (east intersection) , a point 50 metres further east,43.70805899999999,-79.2733635,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m. Mon. to Fri., except public holidays
2976,Santamonica Boulevard,South,A point 15 metres east of Huddleston Court (west intersection) and a point 43 metres further east,"8:00 a.m. to 4:00 p.m. Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",15 mins.,A point 15 metres east of Huddleston Court (west intersection) , a point 43 metres further east,43.70805899999999,-79.2733635,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m. Mon. to Fri., except public holidays
2977,Mason Road,West,Adanac Drive and a point 89 metres south,"8:00 a.m. to 6:00 p.m. Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",15 mins.,Adanac Drive , a point 89 metres south,43.74064799999999,-79.2246735,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m. Mon. to Fri., except public holidays
2978,Mason Road,West,A point 172 metres south of Adanac Drive and a point 60 metres further south,"8:00 a.m. to 6:00 p.m. Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",15 mins.,A point 172 metres south of Adanac Drive , a point 60 metres further south,43.74064799999999,-79.2246735,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m. Mon. to Fri., except public holidays
2979,Hiawatha Road,East,A point 80 metres south of Fairford Avenue and a point 29 metres further south,"7:30 a.m. to 9:30 a.m., 11:00 a.m. to 1:00 p.m. and 3:00 p.m. to 6:00 p.m., Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",10 mins.,A point 80 metres south of Fairford Avenue , a point 29 metres further south,43.674263999999994,-79.3238805,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 9:30 a.m., 11:00 a.m. to 1:00 p.m. and 3:00 p.m. to 6:00 p.m.
2980,Hiawatha Road,East,A point 109 metres south of Fairford Avenue and Gerrard Street East,"5:00 p.m. to 12:00 a.m., Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",1 hour,A point 109 metres south of Fairford Avenue , Gerrard Street East,43.674263999999994,-79.3238805,43.67205900000001,-79.3228905,43.67205900000001,-79.3228905,dpz86yq,5:00 p.m. to 12:00 a.m., Mon. to Fri.
2981,Hiawatha Road,East,Fairford Avenue and a point 52.5 metres south,"5:00 p.m. to 12:00 a.m., Mon. to Fri., except public holidays, from Sept. 1 of one year to June 30 of the next following year, inclusive",1 hour,Fairford Avenue , a point 52.5 metres south,43.674263999999994,-79.3238805,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,5:00 p.m. to 12:00 a.m., Mon. to Fri.
2982,Hiawatha Road,East,Gerrard Street East and Dundas Street East,Anytime,1 hour,Gerrard Street East , Dundas Street East,43.67205900000001,-79.3228905,43.66806299999999,-79.321302,43.66806299999999,-79.321302,dpz86vx,Anytime,
2983,Grand Magazine Street,East,A point 17.4 metres north of Fleet Street and a point 11 metres further north,Anytime,10 mins.,A point 17.4 metres north of Fleet Street , a point 11 metres further north,43.636104,-79.402095,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
2984,Helena Avenue,North,Wychwood Avenue and a point 61 metres west of Bathurst Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri., from the 1st day to the 15th day of each month, from Apr. 1 to Nov. 30, inclusive",1 hour,Wychwood Avenue , a point 61 metres west of Bathurst Street,43.67997,-79.4225925,43.681041000000015,-79.417485,43.681041000000015,-79.417485,dpz82zc,8:00 a.m. to 6:00 p.m., Mon. to Fri.
2985,Helena Avenue,South,Wychwood Avenue and a point 61 metres west of Bathurst Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri., from the 16th day to the last day of each month, from Apr. 1 to Nov. 30, inclusive",1 hour,Wychwood Avenue , a point 61 metres west of Bathurst Street,43.67997,-79.4225925,43.681041000000015,-79.417485,43.681041000000015,-79.417485,dpz82zc,8:00 a.m. to 6:00 p.m., Mon. to Fri.
2986,Helena Avenue,South,Wychwood Avenue and a point 61 metres west of Bathurst Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri., from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Wychwood Avenue , a point 61 metres west of Bathurst Street,43.67997,-79.4225925,43.681041000000015,-79.417485,43.681041000000015,-79.417485,dpz82zc,8:00 a.m. to 6:00 p.m., Mon. to Fri.
2987,Swanwick Avenue,North,A point 33 metres east of Main Street and a point 52 metres further east,"8:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:00 p.m. and 3:00 p.m. to 4:00 p.m., Mon. to Fri.",10 mins.,A point 33 metres east of Main Street , a point 52 metres further east,43.682165999999995,-79.2994725,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:00 p.m. and 3:00 p.m. to 4:00 p.m.
2988,St. Helen's Avenue,West,Dublin Street and a point 35 metres south,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Dublin Street , a point 35 metres south,43.65486899999999,-79.44273,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Fri.
2989,St. Helen's Avenue,West,A point 35 metres south of Dublin Street and a point 69 metres further south,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",30 min. (delivery vehicles parking zone),A point 35 metres south of Dublin Street , a point 69 metres further south,43.65486899999999,-79.44273,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Sat.
2990,St. Helen's Avenue,West,A point 104 metres south of Dublin Street and Whytock Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 104 metres south of Dublin Street , Whytock Avenue,43.65486899999999,-79.44273,43.65360000000001,-79.4421405,43.65360000000001,-79.4421405,dpz824z,8:00 a.m. to 6:00 p.m., Mon. to Fri.
2991,Carlton Street,South,A point 57.9 metres east of Church Street and Jarvis Street,"9:30 a.m. to 3:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 57.9 metres east of Church Street , Jarvis Street,43.661853,-79.3793205,43.66242,-79.3767015,43.66242,-79.3767015,dpz83sx,9:30 a.m. to 3:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
2992,College Street,North,Manning Avenue and a point 30.5 metres east of Grace Street,"8:00 a.m. to 3:30 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., sat.",1 hour,Manning Avenue , a point 30.5 metres east of Grace Street,43.655463,-79.41260249999999,43.654940999999994,-79.4155905,43.654940999999994,-79.4155905,dpz82g5,8:00 a.m. to 3:30 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
2993,Dundas Street West,North,Roncesvalles Avenue and Sorauren Avenue,9:00 a.m. to 3:30 p.m.,1 hour,Roncesvalles Avenue , Sorauren Avenue,43.65362250000001,-79.45163324999999,43.65121500000001,-79.4453535,43.65121500000001,-79.4453535,dpz824m,9:00 a.m. to 3:30 p.m.,
2994,Dundas Street West,North,Shaw Street and Grace Street,8:00 a.m. to 3:30 p.m.,1 hour,Shaw Street , Grace Street,43.64982900000001,-79.41825,43.65069299999999,-79.41393,43.65069299999999,-79.41393,dpz82fk,8:00 a.m. to 3:30 p.m.,
2995,Queen Street West,North,A point 42.7 metres west of Shaw Street and Ossington Avenue,"9:30 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 42.7 metres west of Shaw Street , Ossington Avenue,43.644717000000014,-79.4163015,43.64418599999999,-79.4188305,43.64418599999999,-79.4188305,dpz82c0,9:30 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
2996,Queen Street West,South,A point 44.2 metres east of Niagara Street and Bathurst Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,A point 44.2 metres east of Niagara Street , Bathurst Street,43.645995,-79.409952,43.647192,-79.403985,43.647192,-79.403985,dpz831e,10:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
2997,Queen Street West,South,Dufferin Street and a point opposite Gladstone Avenue,"10:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,Dufferin Street , a point opposite Gladstone Avenue,43.642224,-79.4286135,43.642529999999994,-79.427133,43.642529999999994,-79.427133,dpz828f,10:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
2998,Queen Street West,South,Shaw Street and Niagara Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,Shaw Street , Niagara Street,43.64471700000001,-79.4163015,43.645995,-79.409952,43.645995,-79.409952,dpz82cx,10:00 a.m. to 6:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
2999,Gracefield Avenue,South,A point 33.5 metres west of Bluebell Gate and a point 99 metres further west,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",15 mins.,A point 33.5 metres west of Bluebell Gate , a point 99 metres further west,43.70943600000001,-79.4916135,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m., Mon. to Fri.
3000,Dovercourt Road,West,A point 152 metres north of Dundas Street West and St. Anne's Road,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 152 metres north of Dundas Street West , St. Anne's Road,43.649424,-79.42470300000001,43.65168299999999,-79.4256525,43.65168299999999,-79.4256525,dpz82ds,8:00 a.m. to 6:00 p.m., Mon. to Sat.
3002,Duncan Street,East,A point 26 metres north of Richmond Street West and a point 8 metres further north,"7:00 a.m. to 9:30 a.m. and 4:00 p.m. to 6:15 p.m., Mon. to Fri.",10 mins.,A point 26 metres north of Richmond Street West , a point 8 metres further north,43.649496,-79.3891215,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:00 a.m. to 9:30 a.m. and 4:00 p.m. to 6:15 p.m., Mon. to Fri.
3003,West Deane Park Drive,South,A point 25 metres east of Amberwood Road and a point 44 metres east of Beaver Bend Crescent,8:00 a.m. to 5:00 p.m. Mon. to Fri.,10 mins.,A point 25 metres east of Amberwood Road , a point 44 metres east of Beaver Bend Crescent,43.659666000000016,-79.567182,43.659981000000016,-79.5657735,43.659981000000016,-79.5657735,dpz2mkj,8:00 a.m. to 5:00 p.m. Mon. to Fri.,
3004,Rosewell Avenue,East,A point 129 metres south of Lawrence Avenue West and a point 17 metres further south,Anytime,10 mins.,A point 129 metres south of Lawrence Avenue West , a point 17 metres further south,43.72255799999999,-79.414182,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
3005,Rosewell Avenue,East,A point 235 metres south of Lawrence Avenue West and a point 23 metres further south,Anytime,10 mins.,A point 235 metres south of Lawrence Avenue West , a point 23 metres further south,43.72255799999999,-79.414182,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
3006,Roding Street,West,Gade Drive and the south end of Roding Street,8:00 a.m. to 8:00 p.m.,1 hour,Gade Drive , the south end of Roding Street,43.727913,-79.491411,43.72990019231686,-79.49241135050573,43.72990019231686,-79.49241135050573,dpz2z0g,8:00 a.m. to 8:00 p.m.,
3007,Wintergreen Road,North,Victory Drive and Ianhall Road,8:00 a.m. to 8:00 p.m.,1 hour,Victory Drive , Ianhall Road,43.726005,-79.49074499999999,43.72648200000001,-79.487694,43.72648200000001,-79.487694,dpz2z0n,8:00 a.m. to 8:00 p.m.,
3008,Bremner Boulevard,North,A point 43.5 metres west of York Street and a point 51 metres further west,Anytime,3 hours (buses only),A point 43.5 metres west of York Street , a point 51 metres further west,43.64292600000002,-79.381494,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
3009,Bremner Boulevard,North,A point 112.5 metres west of York Street and a point 51 metres further west,Anytime,3 hours (buses only),A point 112.5 metres west of York Street , a point 51 metres further west,43.64292600000002,-79.381494,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
3010,Chapman Road,South,A point 27.5 metres east of Brentside Court and a point 95 metres further east,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",10 mins.,A point 27.5 metres east of Brentside Court , a point 95 metres further east,43.68928500000001,-79.5210705,0.0,0.0,0.0,0.0,7zzzzzz,8:00 a.m. to 5:00 p.m., Mon. to Fri.
3011,Monogram Place,North,A point 82 metres west of Islington Avenue and the west end of Monogram Place,Anytime,2 hours,A point 82 metres west of Islington Avenue , the west end of Monogram Place,43.70515199999999,-79.55044649999999,43.70417796110435,-79.55328235571376,43.70417796110435,-79.55328235571376,dpz2tsp,Anytime,
3014,Tweedsmuir Avenue,West,A point 66 metres north of St. Clair Avenue West and a point 17.5 metres further north,"8:00 a.m. to 9:00 a.m. and 3:15 p.m. to 3:45 p.m., Mon. to Fri.",10 mins.,A point 66 metres north of St. Clair Avenue West , a point 17.5 metres further north,43.684200000000004,-79.413462,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 9:00 a.m. and 3:15 p.m. to 3:45 p.m., Mon. to Fri.
3015,Gould Street,North,A point 35.3 metres west of Church Street and Gould Street,"7:00 a.m. to 6:00 p.m., Mon. to Fri.",20 mins.,A point 35.3 metres west of Church Street , Gould Street,43.658181,-79.377822,43.657955765773686,-79.37888517113157,43.657955765773686,-79.37888517113157,dpz83ew,7:00 a.m. to 6:00 p.m., Mon. to Fri.
3017,Wanless Avenue,North,A point 144 metres east of Yonge Street and Deal Avenue,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",10 mins.,A point 144 metres east of Yonge Street , Deal Avenue,43.726275000000015,-79.4025135,43.727247000000006,-79.39882349999999,43.727247000000006,-79.39882349999999,dpz8c0r,8:00 a.m. to 4:00 p.m., Mon. to Fri.
3018,Wicksteed Avenue,South,Beth Nealson Drive and and the east end of Wicksteed Avenue,7:00 a.m. to 7:00 p.m.,2 hours,Beth Nealson Drive , ,43.713405000000016,-79.34650649999999,43.71190384894941,-79.35635996032102,43.71190384894941,-79.35635996032102,dpz8djw,7:00 a.m. to 7:00 p.m.,
3019,St. Helen's Avenue,East,Bloor Street West and Dublin Street,"8:00 a.m. to 6:00 p.m. each Thurs. from Apr. 1 to Nov. 30, inclusive",1 hour,Bloor Street West , Dublin Street,43.658072999999995,-79.44402600000001,43.65486899999999,-79.44273,43.65486899999999,-79.44273,dpz825p,8:00 a.m. to 6:00 p.m. each Thurs. from Apr. 1 to Nov. 30, inclusive
3020,St. Helen's Avenue,West,Bloor Street West and Dublin Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri. except each Thurs. from Apr. 1 to Nov. 30, inclusive",1 hour,Bloor Street West , Dublin Street,43.658072999999995,-79.44402600000001,43.65486899999999,-79.44273,43.65486899999999,-79.44273,dpz825p,8:00 a.m. to 6:00 p.m., Mon. to Fri. except each Thurs. from Apr. 1 to Nov. 30
3025,Cardwell Avenue,North,A point 210 metres east of Kennedy Road and a point 15 metres further east,Mon. to Fri.,15 mins.,A point 210 metres east of Kennedy Road , a point 15 metres further east,43.785747000000015,-79.289442,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Mon. to Fri.,
3026,Cardwell Avenue,South,A point 137 metres east of Kennedy Road and a point 15 metres further east,Mon. to Fri.,15 mins.,A point 137 metres east of Kennedy Road , a point 15 metres further east,43.785747000000015,-79.289442,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Mon. to Fri.,
3027,Kenmark Boulevard,South,A point 20 metres east of Kennedy Road and a point 110 metres further east,"8:00 a.m. to 4:00 p.m. Mon. to Fri., except July, Aug. and Public Holidays",15 mins.,A point 20 metres east of Kennedy Road , a point 110 metres further east,,,0.0,0.0,0.0,0.0,7zzzzzz,8:00 a.m. to 4:00 p.m. Mon. to Fri., except July
3028,Military Trail,North,A point 148 metres east of Highcastle Road and a point 223 metres further east,8:00 a.m. to 4:00 p.m. Mon. to Fri.,30 mins.,A point 148 metres east of Highcastle Road , a point 223 metres further east,,,0.0,0.0,0.0,0.0,7zzzzzz,8:00 a.m. to 4:00 p.m. Mon. to Fri.,
3029,Mountjoy Avenue,Both,Monarch Park Avenue and Parkmount Road,10:00 a.m. to 6:00 p.m.,1 hour,Monarch Park Avenue , Parkmount Road,43.680978,-79.32649049999999,43.68133800000001,-79.3255905,43.68133800000001,-79.3255905,dpz86zu,10:00 a.m. to 6:00 p.m.,
3031,Nassau Street,North,A point 15 metres east of Bellevue Avenue and a point 26 metres east of Bellevue Avenue,"8:00 a.m. to 6:00 p.m. Mon. to Sat. from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 15 metres east of Bellevue Avenue , a point 26 metres east of Bellevue Avenue,43.654950000000014,-79.4036475,43.654950000000014,-79.4036475,43.654950000000014,-79.4036475,dpz835h,8:00 a.m. to 6:00 p.m. Mon. to Sat. from Dec. 1 of one year to Mar. 31 of the next following year, inclusive
3032,Nassau Street,North,A point 26 metres east of Bellevue Avenue and a point 51.5 metres west of Spadina Avenue,8:00 a.m. to 6:00 p.m. Mon. to Sat.,1 hour,A point 26 metres east of Bellevue Avenue , a point 51.5 metres west of Spadina Avenue,43.654950000000014,-79.4036475,43.655805000000015,-79.399314,43.655805000000015,-79.399314,dpz835r,8:00 a.m. to 6:00 p.m. Mon. to Sat.,
3033,Nassau Street,North,A point opposite Leonard Avenue and a point 15 metres east of Bellevue Avenue,8:00 a.m. to 6:00 p.m. Mon. to Sat.,1 hour,A point opposite Leonard Avenue , a point 15 metres east of Bellevue Avenue,43.654671,-79.4049435,43.654950000000014,-79.4036475,43.654950000000014,-79.4036475,dpz835h,8:00 a.m. to 6:00 p.m. Mon. to Sat.,
3034,Carroll Street,West,A point 9 metres north of the public lane first north of Matilda Street and a point 38.5 metres further north,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 9 metres north of the public lane first north of Matilda Street , a point 38.5 metres further north,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Fri.
3035,Carroll Street,West,Dundas Street East and a point 38.5 metres south,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Dundas Street East , a point 38.5 metres south,43.661907000000014,-79.3539135,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Fri.
3036,Langford Avenue,East,A point 9 metres north of Danforth Avenue and the south side of the lane first north of Danforth Avenue,Anytime,15 mins.,A point 9 metres north of Danforth Avenue , the south side of the lane first north of Danforth Avenue,43.679772000000014,-79.3405665,43.679772000000014,-79.3405665,43.679772000000014,-79.3405665,dpz86x9,Anytime,
3037,Queens Quay West,South,A point 55 metres east of Eireann Quay and a point 40 metres west of Dan Leckie Way,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",10 mins.,A point 55 metres east of Eireann Quay , a point 40 metres west of Dan Leckie Way,43.63564500000001,-79.398306,43.636752000000016,-79.3967445,43.636752000000016,-79.3967445,dpz81rc,8:00 a.m. to 6:00 p.m., Mon. to Fri.
3038,Exbury Road,East,Parent Avenue and a point 27 metres north of Deevale Road,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",10 mins.,Parent Avenue , a point 27 metres north of Deevale Road,43.72996499999999,-79.49493,43.72895700000001,-79.4945835,43.72895700000001,-79.4945835,dpz2z09,8:00 a.m. to 4:00 p.m., Mon. to Fri.
3040,Bishop Avenue,North,A point 110 metres west of Maxome Avenue and a point 30 metres further west,8:00 a.m. to 6:00 p.m. Mon. to Fri.,1 hour,A point 110 metres west of Maxome Avenue , a point 30 metres further west,43.785117,-79.400043,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m. Mon. to Fri.,
3041,Packard Boulevard,West,A point 30 metres south of Hurley Crescent and a point 181 metres north thereof,"8:00 a.m. to 4:00 p.m. Mon. to Fri. from Sept. 1 of one year to June 30 of the next following year, inclusive, except public holidays",30 mins.,A point 30 metres south of Hurley Crescent , a point 181 metres north thereof,43.76734200000001,-79.252254,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 4:00 p.m. Mon. to Fri. from Sept. 1 of one year to June 30 of the next following year, inclusive
