,parkGeoHash,spendGeoHash,pctTimeSpend,parkGeoHash_AvgTimeToPark,parkGeoHash_PercentSearching,spendGeoHash_AvgTimeToPark,spendGeoHash_PercentSearching,distance,spend_lat,spend_lng,park_lat,park_lng,spendDistrict,spendFoodC,spendShopC,parkDistrict,parkFoodC,parkShopC,parkAvgTimeToParkRatio,parkTotalSearching,parkAvgUniqueGeohashes,parkAvgTotalGeohashes,parkPercentCar,parkPercentMPV,parkPercentLDT,parkPercentMDT,parkPercentHDT,parkPercentOther,spendAvgTimeToParkRatio,spendTotalSearching,spendAvgUniqueGeohashes,spendAvgTotalGeohashes,spendPercentCar,spendPercentMPV,spendPercentLDT,spendPercentMDT,spendPercentHDT,spendPercentOther
0,dpz2nth,dpz2ntm,0.1646,4.2656,0.2645,4.1833,0.12,610,43.62,-79.51,43.62,-79.51,Etobicoke,9,8,Etobicoke,2,3,1.4406,32,7.5938,11.25,0.0,0.1563,0.4375,0.0938,0.2188,0.0938,1.416,9,5.5556,8.0,0.0,0.1111,0.1111,0.0,0.5556,0.2222
1,dpz2ntw,dpz2ntm,0.0938,4.6771,0.05,4.1833,0.12,610,43.62,-79.51,43.62,-79.51,Etobicoke,9,8,Etobicoke,15,11,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0,1.416,9,5.5556,8.0,0.0,0.1111,0.1111,0.0,0.5556,0.2222
2,dpz2ntm,dpz2ntm,0.223,4.1833,0.12,4.1833,0.12,118,43.62,-79.51,43.62,-79.51,Etobicoke,9,8,Etobicoke,9,8,1.416,9,5.5556,8.0,0.0,0.1111,0.1111,0.0,0.5556,0.2222,1.416,9,5.5556,8.0,0.0,0.1111,0.1111,0.0,0.5556,0.2222
3,dpz2ntq,dpz2ntm,0.0856,4.3179,0.1327,4.1833,0.12,610,43.62,-79.51,43.62,-79.51,Etobicoke,9,8,Etobicoke,2,12,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0,1.416,9,5.5556,8.0,0.0,0.1111,0.1111,0.0,0.5556,0.2222
4,dpz2nth,dpz2nt7,0.2464,4.2656,0.2645,5.013,0.2,610,43.62,-79.51,43.62,-79.51,Etobicoke,5,5,Etobicoke,2,3,1.4406,32,7.5938,11.25,0.0,0.1563,0.4375,0.0938,0.2188,0.0938,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333
5,dpz2nt4,dpz2nt7,0.215,4.7185,0.0726,5.013,0.2,610,43.62,-79.51,43.62,-79.52,Etobicoke,5,5,Etobicoke,5,3,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333
6,dpz2nt7,dpz2nt7,0.166,5.013,0.2,5.013,0.2,118,43.62,-79.51,43.62,-79.51,Etobicoke,5,5,Etobicoke,5,5,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333
7,dpz2nt6,dpz2nt7,0.2743,3.8219,0.0635,5.013,0.2,610,43.62,-79.51,43.62,-79.52,Etobicoke,5,5,Etobicoke,5,7,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333
8,dpz2nth,dpz2nth,0.1904,4.2656,0.2645,4.2656,0.2645,118,43.62,-79.51,43.62,-79.51,Etobicoke,2,3,Etobicoke,2,3,1.4406,32,7.5938,11.25,0.0,0.1563,0.4375,0.0938,0.2188,0.0938,1.4406,32,7.5938,11.25,0.0,0.1563,0.4375,0.0938,0.2188,0.0938
9,dpz2ntm,dpz2nth,0.0231,4.1833,0.12,4.2656,0.2645,610,43.62,-79.51,43.62,-79.51,Etobicoke,2,3,Etobicoke,9,8,1.416,9,5.5556,8.0,0.0,0.1111,0.1111,0.0,0.5556,0.2222,1.4406,32,7.5938,11.25,0.0,0.1563,0.4375,0.0938,0.2188,0.0938
10,dpz2nt7,dpz2nth,0.0068,5.013,0.2,4.2656,0.2645,610,43.62,-79.51,43.62,-79.51,Etobicoke,2,3,Etobicoke,5,5,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333,1.4406,32,7.5938,11.25,0.0,0.1563,0.4375,0.0938,0.2188,0.0938
11,dpz2ntw,dpz2ntq,0.0317,4.6771,0.05,4.3179,0.1327,610,43.62,-79.51,43.62,-79.51,Etobicoke,2,12,Etobicoke,15,11,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0
12,dpz2ntq,dpz2ntq,0.0658,4.3179,0.1327,4.3179,0.1327,118,43.62,-79.51,43.62,-79.51,Etobicoke,2,12,Etobicoke,2,12,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0
13,dpz2ntp,dpz2ntq,0.0236,6.75,0.0909,4.3179,0.1327,610,43.62,-79.51,43.62,-79.51,Etobicoke,2,12,Etobicoke,1,6,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0
14,dpz2ntr,dpz2ntq,0.0396,4.4444,0.0691,4.3179,0.1327,610,43.62,-79.51,43.62,-79.51,Etobicoke,2,12,Etobicoke,4,10,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0
15,dpz2ntw,dpz2ntr,0.2597,4.6771,0.05,4.4444,0.0691,610,43.62,-79.51,43.62,-79.51,Etobicoke,4,10,Etobicoke,15,11,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429
16,dpz2ntq,dpz2ntr,0.1593,4.3179,0.1327,4.4444,0.0691,610,43.62,-79.51,43.62,-79.51,Etobicoke,4,10,Etobicoke,2,12,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429
17,dpz2ntp,dpz2ntr,0.3545,6.75,0.0909,4.4444,0.0691,610,43.62,-79.51,43.62,-79.51,Etobicoke,4,10,Etobicoke,1,6,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429
18,dpz2ntr,dpz2ntr,0.315,4.4444,0.0691,4.4444,0.0691,118,43.62,-79.51,43.62,-79.51,Etobicoke,4,10,Etobicoke,4,10,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429
19,dpz2nv2,dpz2ntr,0.11,4.1484,0.1071,4.4444,0.0691,3803,43.62,-79.51,43.62,-79.51,Etobicoke,4,10,Etobicoke,3,7,1.475,21,4.8571,7.9048,0.0476,0.4762,0.1429,0.0,0.0476,0.2857,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429
20,dpz2nv8,dpz2ntr,0.1799,4.4944,0.0465,4.4444,0.0691,3803,43.62,-79.51,43.62,-79.51,Etobicoke,4,10,Etobicoke,10,7,1.2719,6,5.0,8.3333,0.0,0.1667,0.1667,0.0,0.0,0.6667,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429
21,dpz2ntw,dpz2ntw,0.2153,4.6771,0.05,4.6771,0.05,118,43.62,-79.51,43.62,-79.51,Etobicoke,15,11,Etobicoke,15,11,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0
22,dpz2ntq,dpz2ntw,0.1713,4.3179,0.1327,4.6771,0.05,610,43.62,-79.51,43.62,-79.51,Etobicoke,15,11,Etobicoke,2,12,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0
23,dpz2ntr,dpz2ntw,0.1193,4.4444,0.0691,4.6771,0.05,610,43.62,-79.51,43.62,-79.51,Etobicoke,15,11,Etobicoke,4,10,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0
24,dpz2ntx,dpz2ntw,0.0951,4.8667,0.0674,4.6771,0.05,610,43.62,-79.51,43.62,-79.51,Etobicoke,15,11,Etobicoke,12,9,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0
25,dpz2ntw,dpz2ntx,0.1178,4.6771,0.05,4.8667,0.0674,610,43.62,-79.51,43.62,-79.51,Etobicoke,12,9,Etobicoke,15,11,2.2011,8,4.125,6.875,0.0,0.125,0.125,0.125,0.625,0.0,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0
26,dpz2ntq,dpz2ntx,0.339,4.3179,0.1327,4.8667,0.0674,610,43.62,-79.51,43.62,-79.51,Etobicoke,12,9,Etobicoke,2,12,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0
27,dpz2ntr,dpz2ntx,0.1139,4.4444,0.0691,4.8667,0.0674,610,43.62,-79.51,43.62,-79.51,Etobicoke,12,9,Etobicoke,4,10,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0
28,dpz2nv2,dpz2ntx,0.156,4.1484,0.1071,4.8667,0.0674,3803,43.62,-79.51,43.62,-79.51,Etobicoke,12,9,Etobicoke,3,7,1.475,21,4.8571,7.9048,0.0476,0.4762,0.1429,0.0,0.0476,0.2857,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0
29,dpz2ntx,dpz2ntx,0.2399,4.8667,0.0674,4.8667,0.0674,118,43.62,-79.51,43.62,-79.51,Etobicoke,12,9,Etobicoke,12,9,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0
30,dpz2nv8,dpz2ntx,0.0387,4.4944,0.0465,4.8667,0.0674,3803,43.62,-79.51,43.62,-79.51,Etobicoke,12,9,Etobicoke,10,7,1.2719,6,5.0,8.3333,0.0,0.1667,0.1667,0.0,0.0,0.6667,2.2944,6,4.3333,7.3333,0.0,0.3333,0.6667,0.0,0.0,0.0
31,dpz2ntq,dpz2ntp,0.0771,4.3179,0.1327,6.75,0.0909,610,43.62,-79.51,43.62,-79.51,Etobicoke,1,6,Etobicoke,2,12,1.4148,13,6.0769,8.4615,0.0,0.0,1.0,0.0,0.0,0.0,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6
32,dpz2ntp,dpz2ntp,0.1182,6.75,0.0909,6.75,0.0909,118,43.62,-79.51,43.62,-79.51,Etobicoke,1,6,Etobicoke,1,6,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6
33,dpz2ntr,dpz2ntp,0.0685,4.4444,0.0691,6.75,0.0909,610,43.62,-79.51,43.62,-79.51,Etobicoke,1,6,Etobicoke,4,10,1.1525,21,4.4762,6.7619,0.0,0.1429,0.619,0.0476,0.0476,0.1429,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6
34,dpz2nv2,dpz2ntp,0.0407,4.1484,0.1071,6.75,0.0909,3803,43.62,-79.51,43.62,-79.51,Etobicoke,1,6,Etobicoke,3,7,1.475,21,4.8571,7.9048,0.0476,0.4762,0.1429,0.0,0.0476,0.2857,1.6947,5,4.8,7.4,0.0,0.2,0.2,0.0,0.0,0.6
35,dpz2nt4,dpz2nt3,0.1224,4.7185,0.0726,2.4583,0.0763,610,43.62,-79.52,43.62,-79.52,Etobicoke,6,7,Etobicoke,5,3,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5
36,dpz2nt6,dpz2nt3,0.146,3.8219,0.0635,2.4583,0.0763,610,43.62,-79.52,43.62,-79.52,Etobicoke,6,7,Etobicoke,5,7,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5
37,dpz2nt0,dpz2nt3,0.197,3.45,0.0649,2.4583,0.0763,610,43.62,-79.52,43.62,-79.52,Etobicoke,6,7,Etobicoke,3,5,1.5196,5,4.4,7.8,0.0,0.6,0.2,0.0,0.0,0.2,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5
38,dpz2nt3,dpz2nt3,0.1518,2.4583,0.0763,2.4583,0.0763,118,43.62,-79.52,43.62,-79.52,Etobicoke,6,7,Etobicoke,6,7,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5
39,dpz2nt2,dpz2nt3,0.1227,2.9983,0.0541,2.4583,0.0763,610,43.62,-79.52,43.62,-79.52,Etobicoke,6,7,Etobicoke,7,6,1.6041,10,4.2,6.2,0.0,0.7,0.3,0.0,0.0,0.0,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5
40,dpz2nt4,dpz2nt6,0.0698,4.7185,0.0726,3.8219,0.0635,610,43.62,-79.52,43.62,-79.52,Etobicoke,5,7,Etobicoke,5,3,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053
41,dpz2nt7,dpz2nt6,0.0664,5.013,0.2,3.8219,0.0635,610,43.62,-79.52,43.62,-79.51,Etobicoke,5,7,Etobicoke,5,5,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053
42,dpz2nt6,dpz2nt6,0.1902,3.8219,0.0635,3.8219,0.0635,118,43.62,-79.52,43.62,-79.52,Etobicoke,5,7,Etobicoke,5,7,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053
43,dpz2nt3,dpz2nt6,0.1032,2.4583,0.0763,3.8219,0.0635,610,43.62,-79.52,43.62,-79.52,Etobicoke,5,7,Etobicoke,6,7,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053
44,dpz2nt4,dpz2nt4,0.163,4.7185,0.0726,4.7185,0.0726,118,43.62,-79.52,43.62,-79.52,Etobicoke,5,3,Etobicoke,5,3,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111
45,dpz2nt7,dpz2nt4,0.0728,5.013,0.2,4.7185,0.0726,610,43.62,-79.52,43.62,-79.51,Etobicoke,5,3,Etobicoke,5,5,1.8071,9,4.7778,8.0,0.0,0.2222,0.3333,0.0,0.1111,0.3333,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111
46,dpz2nt6,dpz2nt4,0.0897,3.8219,0.0635,4.7185,0.0726,610,43.62,-79.52,43.62,-79.52,Etobicoke,5,3,Etobicoke,5,7,1.3701,19,4.9474,7.5789,0.1053,0.0526,0.2105,0.0,0.5263,0.1053,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111
47,dpz2nt3,dpz2nt4,0.1328,2.4583,0.0763,4.7185,0.0726,610,43.62,-79.52,43.62,-79.52,Etobicoke,5,3,Etobicoke,6,7,1.0464,10,4.2,6.6,0.1,0.3,0.1,0.0,0.0,0.5,1.4687,9,6.0,8.3333,0.1111,0.2222,0.5556,0.0,0.0,0.1111
48,dpz2pnp,dpz2pnp,0.2925,6.5115,0.2214,6.5115,0.2214,118,43.63,-79.49,43.63,-79.49,Etobicoke,0,1,Etobicoke,0,1,1.1102,58,6.931,9.5172,0.0,0.0,0.0172,0.0,0.8621,0.1207,1.1102,58,6.931,9.5172,0.0,0.0,0.0172,0.0,0.8621,0.1207
49,dpz2pnn,dpz2pnp,0.0566,7.5958,0.16,6.5115,0.2214,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,1,Etobicoke,0,1,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375,1.1102,58,6.931,9.5172,0.0,0.0,0.0172,0.0,0.8621,0.1207
50,dpz2pnp,dpz2pnn,0.0796,6.5115,0.2214,7.5958,0.16,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,1,Etobicoke,0,1,1.1102,58,6.931,9.5172,0.0,0.0,0.0172,0.0,0.8621,0.1207,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375
51,dpz2pnn,dpz2pnn,0.2137,7.5958,0.16,7.5958,0.16,118,43.63,-79.49,43.63,-79.49,Etobicoke,0,1,Etobicoke,0,1,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375
52,dpz2pnj,dpz2pnn,0.2095,5.2811,0.0867,7.5958,0.16,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,1,Etobicoke,0,3,1.3528,15,4.6667,8.2667,0.0667,0.4,0.3333,0.0667,0.0,0.1333,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375
53,dpz2pnm,dpz2pnn,0.0806,5.6923,0.2617,7.5958,0.16,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,1,Etobicoke,0,2,1.3023,28,4.8571,7.4286,0.0,0.3214,0.0714,0.0357,0.25,0.3214,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375
54,dpz2pnn,dpz2pnj,0.0082,7.5958,0.16,5.2811,0.0867,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,3,Etobicoke,0,1,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375,1.3528,15,4.6667,8.2667,0.0667,0.4,0.3333,0.0667,0.0,0.1333
55,dpz2pnj,dpz2pnj,0.1739,5.2811,0.0867,5.2811,0.0867,118,43.63,-79.49,43.63,-79.49,Etobicoke,0,3,Etobicoke,0,3,1.3528,15,4.6667,8.2667,0.0667,0.4,0.3333,0.0667,0.0,0.1333,1.3528,15,4.6667,8.2667,0.0667,0.4,0.3333,0.0667,0.0,0.1333
56,dpz2pnm,dpz2pnj,0.1065,5.6923,0.2617,5.2811,0.0867,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,3,Etobicoke,0,2,1.3023,28,4.8571,7.4286,0.0,0.3214,0.0714,0.0357,0.25,0.3214,1.3528,15,4.6667,8.2667,0.0667,0.4,0.3333,0.0667,0.0,0.1333
57,dpz2pnn,dpz2pnm,0.1895,7.5958,0.16,5.6923,0.2617,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,2,Etobicoke,0,1,1.693,8,6.75,9.875,0.0,0.0,0.375,0.125,0.125,0.375,1.3023,28,4.8571,7.4286,0.0,0.3214,0.0714,0.0357,0.25,0.3214
58,dpz2pnj,dpz2pnm,0.4343,5.2811,0.0867,5.6923,0.2617,610,43.63,-79.49,43.63,-79.49,Etobicoke,0,2,Etobicoke,0,3,1.3528,15,4.6667,8.2667,0.0667,0.4,0.3333,0.0667,0.0,0.1333,1.3023,28,4.8571,7.4286,0.0,0.3214,0.0714,0.0357,0.25,0.3214
59,dpz2pnm,dpz2pnm,0.3558,5.6923,0.2617,5.6923,0.2617,118,43.63,-79.49,43.63,-79.49,Etobicoke,0,2,Etobicoke,0,2,1.3023,28,4.8571,7.4286,0.0,0.3214,0.0714,0.0357,0.25,0.3214,1.3023,28,4.8571,7.4286,0.0,0.3214,0.0714,0.0357,0.25,0.3214
60,dpz9k90,dpz9k90,0.3395,4.4358,0.1072,4.4358,0.1072,118,43.82,-79.25,43.82,-79.25,Scarborough,1,1,Scarborough,1,1,1.3241,40,4.775,7.2,0.0,0.025,0.6,0.05,0.325,0.0,1.3241,40,4.775,7.2,0.0,0.025,0.6,0.05,0.325,0.0
61,dpz95wt,dpz95wt,0.2144,3.1831,0.0326,3.1831,0.0326,118,43.81,-79.29,43.81,-79.29,Scarborough,0,13,Scarborough,0,13,1.0765,59,4.7797,7.4407,0.1186,0.2542,0.2712,0.0,0.3559,0.0,1.0765,59,4.7797,7.4407,0.1186,0.2542,0.2712,0.0,0.3559,0.0
62,dpz2jsn,dpz2jsj,0.1393,6.5225,0.0683,5.0711,0.0616,610,43.62,-79.56,43.62,-79.55,Etobicoke,5,10,Etobicoke,1,7,1.6573,37,6.5946,9.2973,0.027000000000000003,0.0811,0.5946,0.027000000000000003,0.1622,0.1081,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
63,dpz2jsj,dpz2jsj,0.1574,5.0711,0.0616,5.0711,0.0616,118,43.62,-79.56,43.62,-79.56,Etobicoke,5,10,Etobicoke,5,10,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
64,dpz2jsm,dpz2jsj,0.1753,6.2894,0.0445,5.0711,0.0616,610,43.62,-79.56,43.62,-79.56,Etobicoke,5,10,Etobicoke,0,12,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
65,dpz2jsq,dpz2jsj,0.2215,4.6378,0.1724,5.0711,0.0616,610,43.62,-79.56,43.62,-79.55,Etobicoke,5,10,Etobicoke,0,6,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
66,dpz2jev,dpz2jsj,0.1469,5.5102,0.0456,5.0711,0.0616,3803,43.62,-79.56,43.62,-79.56,Etobicoke,5,10,Etobicoke,7,10,2.2212,18,5.1111,7.8889,0.0556,0.1667,0.3333,0.0556,0.2222,0.1667,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
67,dpz2jeu,dpz2jsj,0.2939,4.6368,0.1159,5.0711,0.0616,3803,43.62,-79.56,43.62,-79.56,Etobicoke,5,10,Etobicoke,10,7,1.7124,19,4.8421,7.5263,0.0,0.2632,0.4737,0.0,0.0526,0.2105,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
68,dpz2jey,dpz2jsj,0.1668,5.1833,0.1016,5.0711,0.0616,3803,43.62,-79.56,43.62,-79.55,Etobicoke,5,10,Etobicoke,5,5,1.6985,25,4.68,7.6,0.04,0.24,0.52,0.04,0.08,0.08,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0
69,dpz2jsn,dpz2jsm,0.0452,6.5225,0.0683,6.2894,0.0445,610,43.62,-79.56,43.62,-79.55,Etobicoke,0,12,Etobicoke,1,7,1.6573,37,6.5946,9.2973,0.027000000000000003,0.0811,0.5946,0.027000000000000003,0.1622,0.1081,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909
70,dpz2jsj,dpz2jsm,0.0949,5.0711,0.0616,6.2894,0.0445,610,43.62,-79.56,43.62,-79.56,Etobicoke,0,12,Etobicoke,5,10,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909
71,dpz2jsm,dpz2jsm,0.1453,6.2894,0.0445,6.2894,0.0445,118,43.62,-79.56,43.62,-79.56,Etobicoke,0,12,Etobicoke,0,12,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909
72,dpz2jsq,dpz2jsm,0.0951,4.6378,0.1724,6.2894,0.0445,610,43.62,-79.56,43.62,-79.55,Etobicoke,0,12,Etobicoke,0,6,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909
73,dpz2jsw,dpz2jsm,0.0767,5.2708,0.2595,6.2894,0.0445,610,43.62,-79.56,43.62,-79.55,Etobicoke,0,12,Etobicoke,2,3,1.2386,48,5.8958,8.3125,0.0,0.0208,0.0208,0.0,0.1667,0.7917,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909
74,dpz2jst,dpz2jsm,0.0948,5.0204,0.1059,6.2894,0.0445,610,43.62,-79.56,43.62,-79.56,Etobicoke,0,12,Etobicoke,1,5,1.3762,9,5.2222,8.5556,0.1111,0.0,0.4444,0.0,0.3333,0.1111,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909
75,dpz2jsn,dpz2jsq,0.0505,6.5225,0.0683,4.6378,0.1724,610,43.62,-79.55,43.62,-79.55,Etobicoke,0,6,Etobicoke,1,7,1.6573,37,6.5946,9.2973,0.027000000000000003,0.0811,0.5946,0.027000000000000003,0.1622,0.1081,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667
76,dpz2jsj,dpz2jsq,0.128,5.0711,0.0616,4.6378,0.1724,610,43.62,-79.55,43.62,-79.56,Etobicoke,0,6,Etobicoke,5,10,1.6614,30,4.8333,7.9667,0.0333,0.1333,0.8,0.0,0.0333,0.0,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667
77,dpz2jsm,dpz2jsq,0.1118,6.2894,0.0445,4.6378,0.1724,610,43.62,-79.55,43.62,-79.56,Etobicoke,0,6,Etobicoke,0,12,1.8849,11,5.6364,8.5455,0.0909,0.1818,0.3636,0.0,0.2727,0.0909,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667
78,dpz2jsq,dpz2jsq,0.0682,4.6378,0.1724,4.6378,0.1724,118,43.62,-79.55,43.62,-79.55,Etobicoke,0,6,Etobicoke,0,6,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667
79,dpz2jsw,dpz2jsq,0.0751,5.2708,0.2595,4.6378,0.1724,610,43.62,-79.55,43.62,-79.55,Etobicoke,0,6,Etobicoke,2,3,1.2386,48,5.8958,8.3125,0.0,0.0208,0.0208,0.0,0.1667,0.7917,1.0946,15,5.6,8.6,0.0,0.1333,0.4667,0.0,0.3333,0.0667
