,parkGeoHash,spendGeoHash,pctTimeSpend,parkGeoHash_AvgTimeToPark,parkGeoHash_PercentSearching,spendGeoHash_AvgTimeToPark,spendGeoHash_PercentSearching,distance,spend_lat,spend_lng,park_lat,park_lng,spendDistrict,spendFoodC,spendShopC,parkDistrict,parkFoodC,parkShopC,parkAvgTimeToParkRatio,parkTotalSearching,parkAvgUniqueGeohashes,parkAvgTotalGeohashes,parkPercentCar,parkPercentMPV,parkPercentLDT,parkPercentMDT,parkPercentHDT,parkPercentOther,spendAvgTimeToParkRatio,spendTotalSearching,spendAvgUniqueGeohashes,spendAvgTotalGeohashes,spendPercentCar,spendPercentMPV,spendPercentLDT,spendPercentMDT,spendPercentHDT,spendPercentOther
8766,dpz95bt,dpz95bt,0.0911,5.9685,0.0469,5.9685,0.0469,118,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,14,1.518,9,4.5556,8.0,0.0,0.1111,0.5556,0.0,0.2222,0.1111,1.518,9,4.5556,8.0,0.0,0.1111,0.5556,0.0,0.2222,0.1111
8767,dpz95bs,dpz95bt,0.1561,3.8833,0.1416,5.9685,0.0469,610,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,14,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303,1.518,9,4.5556,8.0,0.0,0.1111,0.5556,0.0,0.2222,0.1111
8768,dpz95bu,dpz95bt,0.137,5.2533,0.0521,5.9685,0.0469,610,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,13,1.229,10,5.6,8.1,0.1,0.3,0.2,0.0,0.4,0.0,1.518,9,4.5556,8.0,0.0,0.1111,0.5556,0.0,0.2222,0.1111
8769,dpz95bk,dpz95bs,0.147,4.6333,0.0324,3.8833,0.1416,610,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,3,13,1.4371,6,4.5,6.8333,0.1667,0.3333,0.1667,0.0,0.1667,0.1667,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303
8770,dpz95bt,dpz95bs,0.1802,5.9685,0.0469,3.8833,0.1416,610,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,14,1.518,9,4.5556,8.0,0.0,0.1111,0.5556,0.0,0.2222,0.1111,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303
8771,dpz95bs,dpz95bs,0.0974,3.8833,0.1416,3.8833,0.1416,118,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,14,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303
8772,dpz95be,dpz95bs,0.1799,6.0133,0.1493,3.8833,0.1416,610,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,8,1.6380000000000001,10,5.7,8.1,0.1,0.2,0.4,0.0,0.0,0.3,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303
8773,dpz95bu,dpz95bs,0.1517,5.2533,0.0521,3.8833,0.1416,610,43.77,-79.28,43.77,-79.28,Scarborough,4,14,Scarborough,4,13,1.229,10,5.6,8.1,0.1,0.3,0.2,0.0,0.4,0.0,1.1014,33,5.2727,8.0,0.2121,0.3333,0.1818,0.0303,0.2121,0.0303
8774,dpz95bq,dpz95bp,0.1831,5.9246,0.3052,3.2095,0.1,610,43.77,-79.28,43.77,-79.28,Scarborough,2,1,Scarborough,2,6,1.8969999999999998,65,4.9231,9.5692,0.7385,0.0923,0.1231,0.0,0.0154,0.0308,1.4996,7,4.4286,7.8571,0.0,0.4286,0.2857,0.0,0.1429,0.1429
8775,dpz95bp,dpz95bp,0.3012,3.2095,0.1,3.2095,0.1,118,43.77,-79.28,43.77,-79.28,Scarborough,2,1,Scarborough,2,1,1.4996,7,4.4286,7.8571,0.0,0.4286,0.2857,0.0,0.1429,0.1429,1.4996,7,4.4286,7.8571,0.0,0.4286,0.2857,0.0,0.1429,0.1429
8776,dpz95br,dpz95bp,0.154,5.6313,0.1518,3.2095,0.1,610,43.77,-79.28,43.77,-79.28,Scarborough,2,1,Scarborough,2,1,1.0984,17,4.5882,8.8549,0.6471,0.1765,0.1176,0.0,0.0,0.0588,1.4996,7,4.4286,7.8571,0.0,0.4286,0.2857,0.0,0.1429,0.1429
8777,dpz95bq,dpz95br,0.1619,5.9246,0.3052,5.6313,0.1518,610,43.77,-79.28,43.77,-79.28,Scarborough,2,1,Scarborough,2,6,1.8969999999999998,65,4.9231,9.5692,0.7385,0.0923,0.1231,0.0,0.0154,0.0308,1.0984,17,4.5882,8.8549,0.6471,0.1765,0.1176,0.0,0.0,0.0588
8778,dpz95bp,dpz95br,0.1559,3.2095,0.1,5.6313,0.1518,610,43.77,-79.28,43.77,-79.28,Scarborough,2,1,Scarborough,2,1,1.4996,7,4.4286,7.8571,0.0,0.4286,0.2857,0.0,0.1429,0.1429,1.0984,17,4.5882,8.8549,0.6471,0.1765,0.1176,0.0,0.0,0.0588
8779,dpz95br,dpz95br,0.1332,5.6313,0.1518,5.6313,0.1518,118,43.77,-79.28,43.77,-79.28,Scarborough,2,1,Scarborough,2,1,1.0984,17,4.5882,8.8549,0.6471,0.1765,0.1176,0.0,0.0,0.0588,1.0984,17,4.5882,8.8549,0.6471,0.1765,0.1176,0.0,0.0,0.0588
8780,dpz2vzf,dpz2vzf,0.1531,4.4573,0.0188,4.4573,0.0188,118,43.77,-79.55,43.77,-79.55,North York,1,6,North York,1,6,1.3825,16,5.25,8.625,0.0,0.3125,0.5625,0.0,0.0625,0.0625,1.3825,16,5.25,8.625,0.0,0.3125,0.5625,0.0,0.0625,0.0625
8781,dpz2zby,dpz2zby,0.23,3.582,0.2357,3.582,0.2357,118,43.73,-79.46,43.73,-79.46,North York,0,2,North York,0,2,1.2537,37,4.5135,7.0811,0.027000000000000003,0.3243,0.2432,0.0,0.2162,0.1892,1.2537,37,4.5135,7.0811,0.027000000000000003,0.3243,0.2432,0.0,0.2162,0.1892
8782,dpz2zbz,dpz2zby,0.1086,4.3725,0.0783,3.582,0.2357,610,43.73,-79.46,43.73,-79.45,North York,0,2,North York,0,4,1.5067,17,5.0,8.0,0.2353,0.3529,0.3529,0.0,0.0588,0.0,1.2537,37,4.5135,7.0811,0.027000000000000003,0.3243,0.2432,0.0,0.2162,0.1892
8783,dpz2zcp,dpz2zby,0.0277,3.4243,0.0491,3.582,0.2357,3803,43.73,-79.46,43.73,-79.45,North York,0,2,North York,0,4,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417,1.2537,37,4.5135,7.0811,0.027000000000000003,0.3243,0.2432,0.0,0.2162,0.1892
8784,dpz2zby,dpz2zbz,0.3408,3.582,0.2357,4.3725,0.0783,610,43.73,-79.45,43.73,-79.46,North York,0,4,North York,0,2,1.2537,37,4.5135,7.0811,0.027000000000000003,0.3243,0.2432,0.0,0.2162,0.1892,1.5067,17,5.0,8.0,0.2353,0.3529,0.3529,0.0,0.0588,0.0
8785,dpz2zbz,dpz2zbz,0.3617,4.3725,0.0783,4.3725,0.0783,118,43.73,-79.45,43.73,-79.45,North York,0,4,North York,0,4,1.5067,17,5.0,8.0,0.2353,0.3529,0.3529,0.0,0.0588,0.0,1.5067,17,5.0,8.0,0.2353,0.3529,0.3529,0.0,0.0588,0.0
8786,dpz2zcp,dpz2zbz,0.0793,3.4243,0.0491,4.3725,0.0783,3803,43.73,-79.45,43.73,-79.45,North York,0,4,North York,0,4,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417,1.5067,17,5.0,8.0,0.2353,0.3529,0.3529,0.0,0.0588,0.0
8787,dpz2zby,dpz2zcp,0.0613,3.582,0.2357,3.4243,0.0491,3803,43.73,-79.45,43.73,-79.46,North York,0,4,North York,0,2,1.2537,37,4.5135,7.0811,0.027000000000000003,0.3243,0.2432,0.0,0.2162,0.1892,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417
8788,dpz2zbz,dpz2zcp,0.2093,4.3725,0.0783,3.4243,0.0491,3803,43.73,-79.45,43.73,-79.45,North York,0,4,North York,0,4,1.5067,17,5.0,8.0,0.2353,0.3529,0.3529,0.0,0.0588,0.0,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417
8789,dpz2zcp,dpz2zcp,0.289,3.4243,0.0491,3.4243,0.0491,118,43.73,-79.45,43.73,-79.45,North York,0,4,North York,0,4,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417
8790,dpz2zcr,dpz2zcp,0.1228,4.0967,0.098,3.4243,0.0491,610,43.73,-79.45,43.73,-79.45,North York,0,4,North York,0,2,1.5702,5,5.0,8.2,0.2,0.2,0.2,0.0,0.0,0.4,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417
8791,dpz2zcp,dpz2zcr,0.0649,3.4243,0.0491,4.0967,0.098,610,43.73,-79.45,43.73,-79.45,North York,0,2,North York,0,4,1.3621,24,5.5417,8.4167,0.0417,0.2083,0.5833,0.125,0.0,0.0417,1.5702,5,5.0,8.2,0.2,0.2,0.2,0.0,0.0,0.4
8792,dpz2zcr,dpz2zcr,0.0863,4.0967,0.098,4.0967,0.098,118,43.73,-79.45,43.73,-79.45,North York,0,2,North York,0,2,1.5702,5,5.0,8.2,0.2,0.2,0.2,0.0,0.0,0.4,1.5702,5,5.0,8.2,0.2,0.2,0.2,0.0,0.0,0.4
8793,dpz2zcr,dpz8b18,0.255,4.0967,0.098,4.0214,0.2121,123264,43.73,-79.45,43.73,-79.45,North York,0,0,North York,0,2,1.5702,5,5.0,8.2,0.2,0.2,0.2,0.0,0.0,0.4,1.7085,7,4.2857,7.0,0.0,0.1429,0.5714,0.0,0.0,0.2857
8794,dpz8b13,dpz8b18,0.2089,4.9652,0.1284,4.0214,0.2121,610,43.73,-79.45,43.73,-79.45,North York,0,0,North York,0,2,1.8122,33,6.1212,9.2121,0.0303,0.3636,0.3333,0.0,0.1515,0.1212,1.7085,7,4.2857,7.0,0.0,0.1429,0.5714,0.0,0.0,0.2857
8795,dpz8b18,dpz8b18,0.5473,4.0214,0.2121,4.0214,0.2121,118,43.73,-79.45,43.73,-79.45,North York,0,0,North York,0,0,1.7085,7,4.2857,7.0,0.0,0.1429,0.5714,0.0,0.0,0.2857,1.7085,7,4.2857,7.0,0.0,0.1429,0.5714,0.0,0.0,0.2857
8796,dpz8b19,dpz8b18,0.0024,4.4217,0.099,4.0214,0.2121,610,43.73,-79.45,43.73,-79.45,North York,0,0,North York,0,0,1.0633,10,4.6,7.5,0.0,0.3,0.5,0.0,0.2,0.0,1.7085,7,4.2857,7.0,0.0,0.1429,0.5714,0.0,0.0,0.2857
8797,dpz2zcz,dpz8b18,0.2055,4.4103,0.3939,4.0214,0.2121,123264,43.73,-79.45,43.74,-79.45,North York,0,0,North York,0,0,1.3573,13,6.3846,9.2308,0.0,0.0769,0.6154,0.0,0.0769,0.2308,1.7085,7,4.2857,7.0,0.0,0.1429,0.5714,0.0,0.0,0.2857
8798,dpz2zbg,dpz2zch,0.2384,9.1267,0.0515,4.2417,0.1273,3803,43.73,-79.46,43.73,-79.46,North York,2,11,North York,2,2,2.0201,5,5.0,7.4,0.0,0.4,0.4,0.2,0.0,0.0,2.4925,14,4.6429,8.7857,0.0714,0.7857,0.0,0.0,0.0,0.1429
8799,dpz2zch,dpz2zch,0.2061,4.2417,0.1273,4.2417,0.1273,118,43.73,-79.46,43.73,-79.46,North York,2,11,North York,2,11,2.4925,14,4.6429,8.7857,0.0714,0.7857,0.0,0.0,0.0,0.1429,2.4925,14,4.6429,8.7857,0.0714,0.7857,0.0,0.0,0.0,0.1429
8800,dpz2zbg,dpz2zbg,0.2445,9.1267,0.0515,9.1267,0.0515,118,43.73,-79.46,43.73,-79.46,North York,2,2,North York,2,2,2.0201,5,5.0,7.4,0.0,0.4,0.4,0.2,0.0,0.0,2.0201,5,5.0,7.4,0.0,0.4,0.4,0.2,0.0,0.0
8801,dpz8f8c,dpz8f8c,0.19,5.0056,0.2143,5.0056,0.2143,118,43.73,-79.34,43.73,-79.34,North York,0,0,North York,0,0,1.0097,6,5.8333,8.5,0.3333,0.0,0.6667,0.0,0.0,0.0,1.0097,6,5.8333,8.5,0.3333,0.0,0.6667,0.0,0.0,0.0
8802,dpz8gby,dpz8gby,0.1982,5.4583,0.0698,5.4583,0.0698,118,43.73,-79.28,43.73,-79.28,Scarborough,2,4,Scarborough,2,4,1.3932,6,5.3333,8.5,0.0,0.1667,0.5,0.0,0.1667,0.1667,1.3932,6,5.3333,8.5,0.0,0.1667,0.5,0.0,0.1667,0.1667
8803,dpz8gcn,dpz8gby,0.0448,4.4857,0.1944,5.4583,0.0698,3803,43.73,-79.28,43.73,-79.28,Scarborough,2,4,Scarborough,2,1,1.8067,7,5.5714,9.2857,0.0,0.2857,0.2857,0.0,0.4286,0.0,1.3932,6,5.3333,8.5,0.0,0.1667,0.5,0.0,0.1667,0.1667
8804,dpz8gby,dpz8gcn,0.0237,5.4583,0.0698,4.4857,0.1944,3803,43.73,-79.28,43.73,-79.28,Scarborough,2,1,Scarborough,2,4,1.3932,6,5.3333,8.5,0.0,0.1667,0.5,0.0,0.1667,0.1667,1.8067,7,5.5714,9.2857,0.0,0.2857,0.2857,0.0,0.4286,0.0
8805,dpz8gcn,dpz8gcn,0.2276,4.4857,0.1944,4.4857,0.1944,118,43.73,-79.28,43.73,-79.28,Scarborough,2,1,Scarborough,2,1,1.8067,7,5.5714,9.2857,0.0,0.2857,0.2857,0.0,0.4286,0.0,1.8067,7,5.5714,9.2857,0.0,0.2857,0.2857,0.0,0.4286,0.0
8806,dpz8u8g,dpz8u8g,0.2186,4.2071,0.5,4.2071,0.5,118,43.73,-79.25,43.73,-79.25,Scarborough,0,0,Scarborough,0,0,5.2431,7,5.2857,9.1429,0.0,0.2857,0.1429,0.0,0.5714,0.0,5.2431,7,5.2857,9.1429,0.0,0.2857,0.1429,0.0,0.5714,0.0
8807,dpz8b2y,dpz8b3n,0.0937,8.8583,0.092,5.2571,0.1321,3803,43.73,-79.43,43.73,-79.43,North York,0,3,North York,3,4,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0
8808,dpz8b2v,dpz8b3n,0.1553,7.9556,0.0585,5.2571,0.1321,3803,43.73,-79.43,43.73,-79.43,North York,0,3,North York,1,0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0
8809,dpz8b3j,dpz8b3n,0.1564,5.5278,0.3158,5.2571,0.1321,610,43.73,-79.43,43.73,-79.43,North York,0,3,North York,0,2,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0
8810,dpz8b3n,dpz8b3n,0.2305,5.2571,0.1321,5.2571,0.1321,118,43.73,-79.43,43.73,-79.43,North York,0,3,North York,0,3,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0
8811,dpz8b3p,dpz8b3n,0.1543,3.5381,0.1029,5.2571,0.1321,610,43.73,-79.43,43.73,-79.43,North York,0,3,North York,1,3,1.6549,7,4.1429,7.5714,0.0,0.5714,0.2857,0.1429,0.0,0.0,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0
8812,dpz8b2y,dpz8b2y,0.1869,8.8583,0.092,8.8583,0.092,118,43.73,-79.43,43.73,-79.43,North York,3,4,North York,3,4,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0
8813,dpz8b2v,dpz8b2y,0.1546,7.9556,0.0585,8.8583,0.092,610,43.73,-79.43,43.73,-79.43,North York,3,4,North York,1,0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0
8814,dpz8b3j,dpz8b2y,0.0723,5.5278,0.3158,8.8583,0.092,3803,43.73,-79.43,43.73,-79.43,North York,3,4,North York,0,2,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0
8815,dpz8b3n,dpz8b2y,0.0546,5.2571,0.1321,8.8583,0.092,3803,43.73,-79.43,43.73,-79.43,North York,3,4,North York,0,3,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0
8816,dpz8b2y,dpz8b2v,0.0507,8.8583,0.092,7.9556,0.0585,610,43.73,-79.43,43.73,-79.43,North York,1,0,North York,3,4,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0
8817,dpz8b2v,dpz8b2v,0.1961,7.9556,0.0585,7.9556,0.0585,118,43.73,-79.43,43.73,-79.43,North York,1,0,North York,1,0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0
8818,dpz8b3j,dpz8b2v,0.2493,5.5278,0.3158,7.9556,0.0585,3803,43.73,-79.43,43.73,-79.43,North York,1,0,North York,0,2,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0
8819,dpz8b3n,dpz8b2v,0.1264,5.2571,0.1321,7.9556,0.0585,3803,43.73,-79.43,43.73,-79.43,North York,1,0,North York,0,3,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0
8820,dpz8b2u,dpz8b2v,0.1546,4.8,0.0882,7.9556,0.0585,610,43.73,-79.43,43.73,-79.44,North York,1,0,North York,1,0,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0
8821,dpz8b2y,dpz8b3j,0.4507,8.8583,0.092,5.5278,0.3158,3803,43.73,-79.43,43.73,-79.43,North York,0,2,North York,3,4,2.8139,8,5.375,8.125,0.125,0.25,0.625,0.0,0.0,0.0,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0
8822,dpz8b2v,dpz8b3j,0.162,7.9556,0.0585,5.5278,0.3158,3803,43.73,-79.43,43.73,-79.43,North York,0,2,North York,1,0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0
8823,dpz8b3j,dpz8b3j,0.2622,5.5278,0.3158,5.5278,0.3158,118,43.73,-79.43,43.73,-79.43,North York,0,2,North York,0,2,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0
8824,dpz8b3n,dpz8b3j,0.1188,5.2571,0.1321,5.5278,0.3158,610,43.73,-79.43,43.73,-79.43,North York,0,2,North York,0,3,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0
8825,dpz8b2u,dpz8b3j,0.0569,4.8,0.0882,5.5278,0.3158,3803,43.73,-79.43,43.73,-79.44,North York,0,2,North York,1,0,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222,1.1153,6,6.1667,9.8333,0.0,0.5,0.5,0.0,0.0,0.0
8826,dpz8b2v,dpz8b2u,0.1098,7.9556,0.0585,4.8,0.0882,610,43.73,-79.44,43.73,-79.43,North York,1,0,North York,1,0,2.5742,12,5.75,8.75,0.0,0.1667,0.8333,0.0,0.0,0.0,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222
8827,dpz8b2u,dpz8b2u,0.2259,4.8,0.0882,4.8,0.0882,118,43.73,-79.44,43.73,-79.44,North York,1,0,North York,1,0,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222
8828,dpz8b35,dpz8b2u,0.0721,8.0933,0.1563,4.8,0.0882,3803,43.73,-79.44,43.73,-79.44,North York,1,0,North York,0,0,1.1251,5,5.6,8.6,0.0,0.2,0.6,0.0,0.2,0.0,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222
8829,dpz8b3n,dpz8b3p,0.0481,5.2571,0.1321,3.5381,0.1029,610,43.73,-79.43,43.73,-79.43,North York,1,3,North York,0,3,1.6194,7,5.5714,9.1429,0.0,0.2857,0.4286,0.0,0.2857,0.0,1.6549,7,4.1429,7.5714,0.0,0.5714,0.2857,0.1429,0.0,0.0
8830,dpz8b3p,dpz8b3p,0.2942,3.5381,0.1029,3.5381,0.1029,118,43.73,-79.43,43.73,-79.43,North York,1,3,North York,1,3,1.6549,7,4.1429,7.5714,0.0,0.5714,0.2857,0.1429,0.0,0.0,1.6549,7,4.1429,7.5714,0.0,0.5714,0.2857,0.1429,0.0,0.0
8831,dpz8b2u,dpz8b35,0.0346,4.8,0.0882,8.0933,0.1563,3803,43.73,-79.44,43.73,-79.44,North York,0,0,North York,1,0,1.6059,9,4.8889,8.1111,0.0,0.2222,0.5556,0.0,0.0,0.2222,1.1251,5,5.6,8.6,0.0,0.2,0.6,0.0,0.2,0.0
8832,dpz8b35,dpz8b35,0.3611,8.0933,0.1563,8.0933,0.1563,118,43.73,-79.44,43.73,-79.44,North York,0,0,North York,0,0,1.1251,5,5.6,8.6,0.0,0.2,0.6,0.0,0.2,0.0,1.1251,5,5.6,8.6,0.0,0.2,0.6,0.0,0.2,0.0
8833,dpz8c17,dpz8c1e,0.0986,5.0494,0.0824,4.6217,0.0305,610,43.73,-79.4,43.73,-79.4,North York,5,14,Old Toronto,13,18,1.7464,29,4.4138,7.4828,0.0345,0.3448,0.4483,0.0,0.069,0.1034,1.2713,10,4.9,7.5,0.0,0.7,0.3,0.0,0.0,0.0
8834,dpz8c16,dpz8c1e,0.1098,5.8271,0.129,4.6217,0.0305,610,43.73,-79.4,43.73,-79.41,North York,5,14,Old Toronto,9,16,2.0102,8,5.5,8.375,0.0,0.125,0.25,0.125,0.375,0.125,1.2713,10,4.9,7.5,0.0,0.7,0.3,0.0,0.0,0.0
8835,dpz8c1e,dpz8c1e,0.2614,4.6217,0.0305,4.6217,0.0305,118,43.73,-79.4,43.73,-79.4,North York,5,14,North York,5,14,1.2713,10,4.9,7.5,0.0,0.7,0.3,0.0,0.0,0.0,1.2713,10,4.9,7.5,0.0,0.7,0.3,0.0,0.0,0.0
8836,dpz2u8v,dpz2u9j,0.0599,3.9319,0.057999999999999996,5.8214,0.1111,3803,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,4,6,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429
8837,dpz2u8u,dpz2u9j,0.1126,5.0725,0.1031,5.8214,0.1111,3803,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,4,3,1.4926,20,4.8,7.95,0.2,0.25,0.25,0.05,0.15,0.1,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429
8838,dpz2u8y,dpz2u9j,0.098,4.0833,0.2617,5.8214,0.1111,3803,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,0,4,1.5777,28,4.6071,8.3571,0.0357,0.6071,0.25,0.0,0.0,0.1071,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429
8839,dpz2u9j,dpz2u9j,0.1989,5.8214,0.1111,5.8214,0.1111,118,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,4,6,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429
8840,dpz2u8v,dpz2u8y,0.2374,3.9319,0.057999999999999996,4.0833,0.2617,610,43.73,-79.6,43.73,-79.6,Etobicoke,0,4,Etobicoke,4,6,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167,1.5777,28,4.6071,8.3571,0.0357,0.6071,0.25,0.0,0.0,0.1071
8841,dpz2u8y,dpz2u8y,0.1112,4.0833,0.2617,4.0833,0.2617,118,43.73,-79.6,43.73,-79.6,Etobicoke,0,4,Etobicoke,0,4,1.5777,28,4.6071,8.3571,0.0357,0.6071,0.25,0.0,0.0,0.1071,1.5777,28,4.6071,8.3571,0.0357,0.6071,0.25,0.0,0.0,0.1071
8842,dpz2u9j,dpz2u8y,0.0639,5.8214,0.1111,4.0833,0.2617,3803,43.73,-79.6,43.73,-79.6,Etobicoke,0,4,Etobicoke,4,6,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429,1.5777,28,4.6071,8.3571,0.0357,0.6071,0.25,0.0,0.0,0.1071
8843,dpz2u8v,dpz2u8v,0.1977,3.9319,0.057999999999999996,3.9319,0.057999999999999996,118,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,4,6,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167
8844,dpz2u8u,dpz2u8v,0.0723,5.0725,0.1031,3.9319,0.057999999999999996,610,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,4,3,1.4926,20,4.8,7.95,0.2,0.25,0.25,0.05,0.15,0.1,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167
8845,dpz2u8y,dpz2u8v,0.1241,4.0833,0.2617,3.9319,0.057999999999999996,610,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,0,4,1.5777,28,4.6071,8.3571,0.0357,0.6071,0.25,0.0,0.0,0.1071,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167
8846,dpz2u9j,dpz2u8v,0.0662,5.8214,0.1111,3.9319,0.057999999999999996,3803,43.73,-79.6,43.73,-79.6,Etobicoke,4,6,Etobicoke,4,6,1.2177,14,5.5714,10.0714,0.0,0.3571,0.1429,0.2857,0.0714,0.1429,1.0356,12,4.6667,8.1667,0.0,0.1667,0.4167,0.0,0.0,0.4167
