,lat,lng,geo_hash,record_date,8hr_Vehicle_Vol,8hr_Pedestrian_Vol
389,43.6539,-79.3585,dpz864u,2009-11-16,12774,143
390,43.654066,-79.379957,dpz83dv,2014-05-10,7830,21137
391,43.65428,-79.36529,dpz83gp,2010-08-10,13355,705
392,43.654296,-79.406841,dpz8351,2015-04-02,10334,2241
393,43.654313,-79.39143700000001,dpz837h,2015-04-13,10100,11071
394,43.654320000000006,-79.37874000000001,dpz83en,2009-08-18,8842,6779
395,43.654360000000004,-79.38319,dpz83e4,2011-05-09,9560,1864
396,43.654410000000006,-79.39864,dpz835p,2012-09-17,8810,2635
397,43.654430000000005,-79.42268,dpz82en,2013-08-13,13335,5510
398,43.6545313,-79.36944000000001,dpz83gh,2012-07-12,11522,4268
399,43.6545488,-79.36399800000001,dpz8650,2012-03-12,14745,1642
400,43.6546856,-79.45996600000001,dpz2rg5,2012-05-29,22530,2649
401,43.654812,-79.388484,dpz837p,2015-04-11,21879,12603
402,43.654817,-79.376441,dpz83ep,2009-11-16,6523,7480
403,43.65482,-79.38028,dpz83ej,2014-05-06,5644,3945
404,43.654990000000005,-79.56423000000001,dpz2m7p,2008-03-19,11853,476
405,43.655,-79.41561,dpz82g5,2010-05-11,9584,3536
406,43.655081,-79.337519,dpz86eh,2012-10-15,31363,624
407,43.655190000000005,-79.41901,dpz82g0,2010-05-12,9231,2883
408,43.6552105,-79.43356800000001,dpz827n,2016-04-28,10922,378
409,43.655240000000006,-79.38599,dpz83e0,2015-04-13,10171,17916
410,43.655260000000006,-79.41387,dpz82gh,2010-07-29,8055,3996
411,43.655357,-79.373862,dpz83g1,2011-05-24,17492,1979
412,43.655390000000004,-79.45696000000001,dpz2rgj,2012-05-24,12602,1128
413,43.6556093,-79.364434,dpz8652,2009-07-28,10563,4769
414,43.65561,-79.3584,dpz865k,2015-08-17,6068,1153
415,43.655721,-79.383734,dpz83e6,2015-04-13,16598,31918
416,43.65576,-79.4871,dpz2r5r,2011-08-17,10251,629
417,43.655770000000004,-79.4114,dpz82gq,2012-03-14,8053,4418
418,43.655859,-79.39920500000001,dpz835r,2012-08-22,6586,7440
419,43.65587,-79.59843000000001,dpz2keq,2012-03-22,17983,128
420,43.6561711,-79.370091,dpz83gk,2009-07-21,9862,3786
421,43.65619,-79.42741000000001,dpz82e6,2010-05-20,5859,1005
422,43.6563,-79.37955000000001,dpz83em,2015-04-13,8889,10912
423,43.6563079,-79.45240600000001,dpz8252,2015-04-11,19755,5303
424,43.656323,-79.388959,dpz837q,2009-11-19,28813,9490
425,43.656326,-79.38091200000001,dpz83ek,2015-04-11,10925,34615
426,43.656469,-79.407705,dpz8353,2015-04-11,14329,8776
427,43.656499000000004,-79.377127,dpz83er,2015-04-13,13764,10302
428,43.65655,-79.32635,dpz86gk,2013-04-22,6556,67
429,43.656650000000006,-79.34886,dpz8677,2016-04-27,13578,226
430,43.65683,-79.35889,dpz865k,2011-05-09,6877,2578
431,43.65688,-79.35626,dpz865q,2014-05-22,4535,828
432,43.6569464,-79.364973,dpz8658,2009-07-29,8907,2584
433,43.657030000000006,-79.40517,dpz835d,2010-05-10,9332,3170
434,43.657052,-79.374531,dpz83g9,2015-04-13,18207,7458
435,43.65711,-79.55519000000001,dpz2met,2016-05-09,13280,152
436,43.657140000000005,-79.43429,dpz827t,2016-04-27,11740,2516
437,43.65729,-79.38438000000001,dpz83ed,2011-07-28,12853,11297
438,43.6573,-79.4479,dpz825e,2012-08-20,10753,1939
439,43.6574,-79.35654000000001,dpz865w,2014-05-22,8869,1047
440,43.65742,-79.38134000000001,dpz83es,2012-08-07,6414,9036
441,43.657430000000005,-79.40318,dpz835s,2009-07-28,9424,5884
442,43.657520000000005,-79.38952,dpz837w,2012-08-07,20003,7422
443,43.657570269000004,-79.515965134,dpz2qed,2015-06-04,12271,141
444,43.65787,-79.34137700000001,dpz86e9,2015-08-17,10832,609
445,43.6579399,-79.400059,dpz835w,2014-08-11,17005,13446
446,43.658190000000005,-79.38640000000001,dpz83e8,2010-07-28,8701,6175
447,43.658207000000004,-79.3778242,dpz83ew,2011-07-27,8201,6095
448,43.658260000000006,-79.39817000000001,dpz8378,2009-08-13,9241,4806
449,43.658303800000006,-79.37100000000001,dpz83gg,2015-04-13,11697,5541
450,43.65832,-79.4615,dpz2rgc,2012-06-28,14910,1487
451,43.6583465,-79.44271400000001,dpz825z,2010-05-18,17274,3872
452,43.658350000000006,-79.48817000000001,dpz2r5y,2009-10-01,12477,1232
453,43.65842,-79.33894000000001,dpz86eg,2016-06-11,13597,385
454,43.658496,-79.384865,dpz83ec,2009-07-23,19660,12211
455,43.65854,-79.42431,dpz82eu,2012-04-26,11364,894
456,43.658570000000005,-79.37511,dpz83gb,2010-06-17,14566,293
457,43.658612000000005,-79.453102,dpz825b,2011-04-27,9752,1091
458,43.6587,-79.39598000000001,dpz837c,2009-07-21,14546,5874
459,43.65889,-79.36857,dpz83gv,2015-04-13,6416,2459
460,43.65889,-79.34982000000001,dpz867g,2014-05-03,10844,4441
461,43.65898,-79.42853000000001,dpz82ec,2010-05-20,6818,1574
462,43.65903,-79.42187,dpz82ey,2012-06-05,7429,1545
463,43.6590897,-79.382096,dpz83eg,2014-05-06,12559,24440
464,43.6591,-79.43918000000001,dpz827f,2010-06-03,14103,1579
465,43.659109,-79.328373,dpz86gf,2013-05-27,27371,764
466,43.65921,-79.39345,dpz837g,2011-08-03,11120,4864
467,43.659443800000005,-79.365987,dpz83gz,2015-04-18,11666,6698
468,43.659460348,-79.513578197,dpz2qeg,2016-05-12,18788,456
469,43.659502,-79.357445,dpz865v,2008-06-16,6776,718
470,43.65952,-79.41952,dpz82gb,2012-05-24,8060,1215
471,43.659659000000005,-79.333166,dpz86ez,2016-04-26,11098,141
472,43.659670000000006,-79.39993000000001,dpz83hn,2010-05-27,5225,437
473,43.6597,-79.39661000000001,dpz83k1,2010-04-19,4311,2464
474,43.65977,-79.59417,dpz2ku1,2014-12-10,14580,40
475,43.659800000000004,-79.40904,dpz83h0,2015-04-02,10369,1931
476,43.659847400000004,-79.39049,dpz83kj,2009-11-23,31585,10770
477,43.659858,-79.378522,dpz83sn,2012-09-05,17164,14490
478,43.6598765,-79.435333,dpz82kh,2016-06-11,20038,12277
479,43.65988,-79.54323000000001,dpz2mun,2014-12-02,15208,286
480,43.65993,-79.58331000000001,dpz2mh1,2012-02-16,9100,800
481,43.659960000000005,-79.41747000000001,dpz82u1,2010-05-12,9549,1833
482,43.66006,-79.47997000000001,dpz2rkh,2011-08-11,12443,1346
483,43.660140000000006,-79.32885,dpz86u4,2013-05-27,10614,836
484,43.660267000000005,-79.415841,dpz82u5,2010-04-21,8789,1311
485,43.660432,-79.37585370000001,dpz83u0,2011-05-18,19891,4284
486,43.660505,-79.43242090000001,dpz82kp,2012-04-10,11442,1164
487,43.66051,-79.38742,dpz83kp,2009-07-22,11860,9737
488,43.660521200000005,-79.3424768,dpz86s0,2010-02-24,11325,3049
489,43.66055,-79.41466000000001,dpz82uh,2010-06-02,8675,2699
490,43.660700000000006,-79.5104,dpz2qsn,2016-05-12,19911,385
491,43.660700000000006,-79.36046,dpz86h5,2015-04-13,8486,1513
492,43.6608138,-79.385857,dpz83s0,2011-07-19,17491,24779
493,43.661060000000006,-79.41216,dpz82um,2011-04-21,8469,986
494,43.661080000000005,-79.34007000000001,dpz86s6,2013-04-22,12361,3128
495,43.661120000000004,-79.4752,dpz2rkr,2012-01-09,7466,1004
496,43.661163,-79.4294309,dpz82s3,2010-05-05,14725,2966
497,43.6611902,-79.358131,dpz86hm,2015-04-13,14073,1407
498,43.661228,-79.372218,dpz83u6,2009-11-19,15254,2040
499,43.661300000000004,-79.40140000000001,dpz83hm,2010-01-11,9628,5235
500,43.661368700000004,-79.383094,dpz83s6,2014-05-05,13438,32030
501,43.661515200000004,-79.40974800000001,dpz82ur,2015-04-18,15337,3012
502,43.661559800000006,-79.329482,dpz86u6,2016-06-11,12068,1535
503,43.6616,-79.3807,dpz83sk,2016-03-14,8517,5760
504,43.66163,-79.33767,dpz86sk,2009-08-27,8561,2583
505,43.661660000000005,-79.46294,dpz2ru2,2011-10-03,10494,708
506,43.661680000000004,-79.38989000000001,dpz83kq,2012-06-06,11808,868
507,43.6618,-79.36969,dpz83uk,2010-07-27,7438,1633
508,43.661820000000006,-79.51777,dpz2qs2,2015-06-04,13594,413
509,43.661871000000005,-79.37933500000001,dpz83sm,2013-06-26,19901,9052
510,43.6619557,-79.367007,dpz83uq,2011-05-26,13840,4702
511,43.6619709,-79.4256122,dpz82sk,2012-05-31,15996,4668
512,43.662000000000006,-79.48965000000001,dpz2rhm,2009-09-28,10982,378
513,43.66209,-79.35307,dpz86k2,2015-04-02,9504,764
514,43.6621,-79.39760000000001,dpz83k2,2012-02-06,5840,5051
515,43.66225,-79.47222000000001,dpz2rs6,2012-05-10,9181,2042
516,43.66227,-79.40597000000001,dpz83h6,2010-04-29,8846,1887
517,43.66228,-79.31484,dpz87hk,2016-05-09,18465,293
518,43.662356100000004,-79.4444271,dpz82hq,2012-08-27,10502,1974
519,43.662420000000004,-79.53116,dpz2qhx,2014-04-28,17332,221
520,43.662420000000004,-79.3767079,dpz83sx,2011-05-24,21040,4189
521,43.662440293,-79.591280057,dpz2kue,2012-03-22,16274,185
522,43.662445600000005,-79.35135700000001,dpz86kd,2015-04-13,11422,2259
523,43.6625011,-79.4232537,dpz82st,2011-05-31,10093,2402
524,43.6625165,-79.38637,dpz83s8,2010-07-28,11998,6448
525,43.66254,-79.32523,dpz86ut,2016-04-26,8061,250
526,43.662597000000005,-79.36400300000001,dpz86h8,2009-07-22,9592,2707
527,43.662690000000005,-79.33279,dpz86sx,2010-03-17,8225,1549
528,43.66282,-79.37973000000001,dpz83st,2016-04-20,9467,5292
529,43.66288,-79.46924,dpz2rss,2009-05-28,10236,1068
530,43.66299,-79.43666,dpz82ke,2016-04-26,12075,663
531,43.66301,-79.38376000000001,dpz83sd,2011-06-08,10286,7045
532,43.663018,-79.42090400000001,dpz82sx,2012-09-20,8194,1593
533,43.663064600000006,-79.40210400000001,dpz83ht,2012-02-07,17579,7679
534,43.663180000000004,-79.36148,dpz86hd,2011-07-11,9183,1071
535,43.663184900000005,-79.348202,dpz86ks,2015-04-02,9276,1155
536,43.663196500000005,-79.37303800000001,dpz83ud,2011-11-05,11814,3624
537,43.663242000000004,-79.467636,dpz2rst,2010-01-26,7493,780
538,43.663270000000004,-79.33021000000001,dpz86u9,2013-05-06,8546,1685
539,43.6634,-79.30969,dpz87k8,2015-05-20,13170,390
540,43.663460400000005,-79.41883700000001,dpz82u8,2010-05-05,14556,7212
541,43.66353,-79.40005000000001,dpz83hw,2009-12-01,8554,5206
542,43.6636098,-79.39062600000001,dpz83kt,2008-08-07,17081,3817
543,43.66366,-79.46375,dpz2ru8,2015-04-21,17195,933
544,43.6636874,-79.35923000000001,dpz86hs,2016-08-03,12274,1068
545,43.66371,-79.38007,dpz83st,2016-04-27,8532,5265
546,43.66375,-79.3705,dpz83us,2009-08-20,5522,2354
547,43.66382,-79.48134,dpz2rkg,2009-08-20,7148,765
548,43.663850000000004,-79.41068,dpz82uy,2014-06-03,15950,3252
549,43.663920000000005,-79.50349,dpz2qug,2016-05-12,18746,349
550,43.663931000000005,-79.343869,dpz86kz,2015-04-07,9975,821
551,43.66409,-79.41603,dpz82ug,2011-11-22,11961,3629
552,43.66411,-79.39841,dpz83hz,2010-01-13,10431,21163
553,43.6642686,-79.367958,dpz83uy,2010-08-25,9877,5163
554,43.664366,-79.387151,dpz83sb,2012-06-18,17332,8328
555,43.664390000000004,-79.55858,dpz2msg,2016-05-10,6733,131
556,43.664390000000004,-79.30624,dpz87kf,2015-05-20,11567,270
557,43.6644,-79.32528,dpz86uv,2009-11-03,9716,1812
558,43.664500000000004,-79.45868,dpz2rug,2015-08-17,13673,847
559,43.66463,-79.41363000000001,dpz82uu,2010-05-10,9534,2664
560,43.664660000000005,-79.40273,dpz83hu,2011-11-15,10680,2639
561,43.664660000000005,-79.38047,dpz83su,2009-10-21,10252,7007
562,43.6647,-79.39572000000001,dpz83kc,2011-10-03,6686,3033
563,43.66481,-79.35521,dpz86hz,2013-04-09,8039,720
564,43.664817,-79.39112200000001,dpz83kv,2008-05-07,8616,2694
565,43.6648245,-79.34159700000001,dpz86sc,2015-04-13,13161,1241
566,43.664910000000006,-79.45549000000001,dpz2ruy,2015-04-22,9816,856
567,43.664930000000005,-79.50147000000001,dpz2quu,2016-05-10,19085,372
568,43.6649351,-79.384558,dpz83sc,2012-08-09,14459,16557
569,43.665060000000004,-79.39397000000001,dpz83kg,2015-12-08,12836,4643
570,43.665132,-79.41120500000001,dpz82uy,2015-04-11,15756,20464
571,43.665240000000004,-79.37788,dpz83tn,2011-05-18,14063,3992
572,43.6653881,-79.464561,dpz2rtp,2016-05-07,19464,4643
573,43.665391,-79.339234,dpz86t4,2015-04-02,10320,1072
574,43.665427433000005,-79.470588659,dpz2rt5,2016-05-04,10253,1633
575,43.665437600000004,-79.468576,dpz2rth,2016-05-10,9675,2789
576,43.6654793,-79.352604,dpz86m1,2012-03-12,10982,5053
577,43.665504500000004,-79.316201,dpz87j5,2016-05-09,12217,533
578,43.66552,-79.49919,dpz2qvn,2015-04-18,17517,320
579,43.66554,-79.47346,dpz2rt1,2016-05-04,11186,1933
580,43.665584,-79.482104,dpz2rm4,2016-05-07,18021,1280
581,43.66559,-79.47897,dpz2rmj,2016-05-04,10762,913
582,43.66565,-79.48592000000001,dpz2rm0,2016-05-04,12360,630
583,43.66565,-79.38770000000001,dpz83mp,2014-11-12,10757,6083
584,43.665693000000005,-79.491175,dpz2rjh,2016-05-07,23158,1243
585,43.665703400000005,-79.38092800000001,dpz83th,2011-08-16,18222,20851
586,43.66570361,-79.496920312,dpz2rj0,2016-05-10,14306,423
587,43.665760000000006,-79.45126,dpz82j1,2016-06-11,13417,1581
588,43.665828600000005,-79.437886,dpz82m5,2016-04-26,12163,911
589,43.66588,-79.36861,dpz83vj,2012-02-29,8778,4496
590,43.6658819,-79.357365,dpz86jj,2011-01-19,11198,103
591,43.665910000000004,-79.40743,dpz83j1,2013-08-15,8679,5923
592,43.6659353,-79.391879,dpz83mh,2009-12-08,12427,1217
593,43.66597,-79.31427000000001,dpz87jj,2016-04-25,7506,112
594,43.666059447,-79.39317762900001,dpz83m5,2009-05-26,19428,576
595,43.666090000000004,-79.49925,dpz2qvn,2016-05-10,14464,383
596,43.66613,-79.58760000000001,dpz2kvn,2013-11-04,24464,1046
597,43.6661633,-79.334282,dpz86tn,2015-04-02,12020,1377
598,43.666289400000004,-79.378325,dpz83tn,2011-05-24,21072,5001
599,43.666345,-79.316558,dpz87j5,2016-05-07,9821,2920
600,43.66637,-79.40533,dpz83j4,2013-08-15,9135,11264
601,43.66649,-79.37582900000001,dpz83v0,2014-12-16,6199,2798
602,43.666560000000004,-79.38523,dpz83t3,2012-07-24,14550,6173
603,43.66658,-79.41962000000001,dpz82v2,2010-05-17,6708,2037
604,43.6666551,-79.40380300000001,dpz83j7,2013-08-15,16608,12975
605,43.6667337,-79.331711,dpz86v2,2013-04-22,7585,992
606,43.66675,-79.44642,dpz82jk,2016-06-11,18677,2331
607,43.6670664,-79.374656,dpz83v3,2012-09-04,13302,4262
608,43.667097500000004,-79.34517500000001,dpz86mq,2015-07-30,9363,2688
609,43.667170000000006,-79.40152,dpz83jm,2012-09-20,11327,7992
610,43.667171800000006,-79.4316982,dpz82mr,2012-06-14,7058,1267
611,43.667210000000004,-79.49174000000001,dpz2rj7,2009-02-19,24579,633
612,43.66727,-79.31257000000001,dpz87jq,2016-06-11,11639,3585
613,43.667509800000005,-79.399815,dpz83jq,2012-05-31,13146,11938
614,43.667576700000005,-79.32660100000001,dpz86vk,2015-04-13,11219,1168
615,43.6676233,-79.342753,dpz86t2,2010-02-02,14765,4059
616,43.667630030000005,-79.59077520400001,dpz2kv7,2008-01-21,24049,0
617,43.667640000000006,-79.37219,dpz83v6,2009-07-29,7234,3393
618,43.667827100000004,-79.322316,dpz86vr,2015-04-02,8142,834
619,43.667879418000005,-79.379245227,dpz83tm,2011-05-18,14674,1949
620,43.6679,-79.46554,dpz2rtq,2015-04-22,15871,333
621,43.66796,-79.42813000000001,dpz82td,2013-08-15,8371,699
622,43.66803,-79.39736,dpz83m8,2012-04-18,12624,9342
623,43.668130600000005,-79.340405,dpz86td,2010-03-03,10097,4459
624,43.6681481,-79.412374,dpz82vt,2014-06-10,19364,2617
625,43.668161000000005,-79.36953700000001,dpz83vs,2013-08-10,12878,4674
626,43.66821,-79.58681,dpz2kvw,2012-03-22,17831,2
627,43.668220000000005,-79.38885,dpz83mw,2011-09-22,12215,13982
628,43.668240000000004,-79.48704000000001,dpz2rjx,2010-01-14,10677,472
629,43.668350000000004,-79.38203,dpz83te,2012-04-17,9819,3030
630,43.66839,-79.53383000000001,dpz2qjt,2014-04-24,18172,97
631,43.6684721,-79.439014,dpz82md,2016-06-11,21475,2644
632,43.668659600000005,-79.3175222,dpz87jd,2015-04-13,11544,1007
633,43.668685,-79.394119,dpz83md,2013-05-27,26039,14160
634,43.668690000000005,-79.38609000000001,dpz83t8,2010-08-11,12471,12829
635,43.668780000000005,-79.3058,dpz87me,2015-10-24,17305,2993
636,43.66881,-79.33754,dpz86ts,2010-01-25,7961,2780
637,43.668869,-79.3794158,dpz83tt,2011-05-18,15958,1679
638,43.66897,-79.48355000000001,dpz2rm9,2008-12-10,17951,1099
639,43.66897,-79.40475,dpz83je,2012-01-12,9699,1736
640,43.669180000000004,-79.56074000000001,dpz2mt9,2016-05-10,6377,88
641,43.669200000000004,-79.39189,dpz83ms,2010-04-01,6900,985
642,43.6692181,-79.33559600000001,dpz86tt,2010-01-21,11491,2189
643,43.6693,-79.3035,dpz87mu,2015-06-08,9545,1951
644,43.6694267,-79.38247600000001,dpz83tg,2011-07-28,10905,3660
645,43.66949,-79.49279,dpz2rjg,2013-11-25,12072,715
646,43.669650000000004,-79.3758,dpz83vb,2012-08-29,8911,2450
647,43.669701,-79.38946800000001,dpz83my,2016-04-19,20382,36608
648,43.66973,-79.43273,dpz82my,2016-06-11,15077,691
649,43.669951000000005,-79.311169,dpz87jz,2015-04-11,8523,823
650,43.6699892,-79.3799226,dpz83tv,2013-10-08,15228,2269
651,43.67005,-79.46646,dpz2rty,2012-11-15,15305,767
652,43.67011,-79.42904,dpz82tc,2016-06-11,15570,1091
653,43.670120000000004,-79.54773,dpz2mvg,2014-12-16,12983,119
654,43.670120000000004,-79.52136,dpz2qmy,2015-06-04,12434,86
655,43.670120000000004,-79.29981000000001,dpz87mz,2008-08-06,8709,2046
656,43.67013,-79.41314,dpz82vv,2014-05-27,13678,804
657,43.670229000000006,-79.386767,dpz83tb,2011-12-03,12018,40230
658,43.6702347,-79.36019300000001,dpz86jg,2013-10-07,17633,3
659,43.670350000000006,-79.45578,dpz2rvy,2012-11-12,8170,1293
660,43.67044,-79.45962,dpz2rvg,2012-10-01,7965,811
661,43.670460000000006,-79.43987,dpz82mc,2016-04-12,12661,586
662,43.670480000000005,-79.39478000000001,dpz83mf,2010-07-28,15866,4070
663,43.670500000000004,-79.298,dpz87tb,2011-01-11,15374,3476
664,43.670549,-79.389803,dpz83my,2012-09-05,9558,8210
665,43.6705581,-79.42659760000001,dpz82tg,2016-04-28,11994,867
666,43.67074,-79.45323,dpz2ryp,2015-04-23,9648,898
667,43.6709,-79.47522000000001,dpz2rqp,2013-06-20,11724,439
668,43.670914700000004,-79.32799700000001,dpz86y5,2010-01-20,12563,2050
669,43.67098,-79.29574000000001,dpz87w4,2009-01-27,10618,3167
670,43.671022400000005,-79.38312300000001,dpz83w4,2015-11-10,19486,32263
671,43.6710835,-79.451069,dpz82n1,2011-05-04,13876,159
672,43.6710913,-79.462297,dpz2ry1,2015-04-23,8478,144
673,43.671290000000006,-79.37642000000001,dpz83wp,2012-02-08,8808,2765
674,43.67139,-79.39017000000001,dpz83qj,2010-07-27,9158,6886
675,43.6715588,-79.448265,dpz82n5,2011-08-08,13178,1151
676,43.6715773,-79.38052,dpz83wh,2015-11-10,17271,8538
677,43.671640000000004,-79.29263,dpz87wh,2010-01-12,8708,1261
678,43.67165,-79.42156,dpz82wn,2016-06-11,15016,2610
679,43.671690000000005,-79.49374,dpz2rn4,2009-02-18,13391,1077
680,43.6717778,-79.4711048,dpz2rw4,2015-04-22,13948,974
681,43.67188,-79.57128,dpz2mq1,2011-12-07,17176,127
682,43.67192,-79.37907,dpz83wj,2015-11-10,16720,6556
683,43.672016,-79.37076400000001,dpz83y5,2016-04-18,24892,527
684,43.67206,-79.42982,dpz82w2,2011-04-12,5284,162
685,43.672136,-79.395624,dpz83q3,2010-08-05,14619,2454
686,43.672180185,-79.418755749,dpz82y3,2016-04-27,12582,822
687,43.67219,-79.40602,dpz83n6,2009-08-11,10689,1393
688,43.672200000000004,-79.59333000000001,dpz2ky3,2012-02-16,21403,116
689,43.672219000000005,-79.384788,dpz83w3,2011-03-28,10851,1564
690,43.672317400000004,-79.376838,dpz83wr,2015-11-19,18096,11231
691,43.67235,-79.50399,dpz2qy6,2009-01-28,9745,146
692,43.672430000000006,-79.56223,dpz2mw2,2014-04-10,8033,361
693,43.672540000000005,-79.46762000000001,dpz2rwm,2015-04-22,23692,3203
694,43.67269,-79.28756,dpz87y2,2010-07-15,9048,2129
695,43.672879,-79.387845,dpz83qr,2011-03-28,19019,9898
696,43.6728936,-79.31928500000001,dpz87n3,2016-05-09,10418,5069
697,43.672983800000004,-79.440961,dpz82q2,2016-06-11,19252,1293
698,43.673046,-79.472209,dpz2rw6,2015-04-22,4240,176
699,43.67309,-79.39084000000001,dpz83qm,2016-03-29,15657,1507
700,43.673140000000004,-79.414344,dpz82yk,2015-04-11,20173,1975
701,43.67353,-79.46302,dpz2ry8,2015-04-23,16915,2020
702,43.6736,-79.5493,dpz2my9,2015-09-15,11307,313
703,43.67371,-79.41182,dpz82yw,2014-07-21,12326,1545
704,43.6738355,-79.36812,dpz83yt,2013-08-08,26607,1144
705,43.67394,-79.307902,dpz87q9,2015-10-24,18038,574
706,43.673944029000005,-79.567555215,dpz2mqs,2011-12-12,30975,0
707,43.674,-79.49473,dpz2rn9,2013-11-26,12934,421
708,43.674073213,-79.469559749,dpz2rws,2013-04-24,15243,245
709,43.67421,-79.46000000000001,dpz2ryd,2015-04-23,9576,1341
710,43.674395100000005,-79.433746,dpz82qw,2011-09-22,15267,974
711,43.6744621,-79.399843,dpz83nw,2010-07-29,17560,1271
712,43.674510000000005,-79.56321,dpz2mqx,2016-05-07,30870,705
713,43.674577500000005,-79.380161,dpz83wt,2013-11-19,15065,805
714,43.6746958,-79.430924,dpz82w8,2016-03-14,12077,431
715,43.674705,-79.396651,dpz83q9,2012-04-02,32938,4095
716,43.67472,-79.39287,dpz83qe,2011-03-28,16296,841
717,43.674760000000006,-79.45767000000001,dpz2rys,2015-04-23,9478,1265
718,43.67488,-79.40711,dpz83nc,2016-04-28,20652,4549
719,43.67517,-79.41514000000001,dpz82yg,2010-07-29,12800,591
720,43.6753292,-79.320299,dpz87nb,2016-05-09,10215,1892
721,43.675340000000006,-79.45476000000001,dpz2ryy,2015-04-23,17142,1496
722,43.675560000000004,-79.44206,dpz82qb,2016-04-12,11907,733
723,43.6755775,-79.42304100000001,dpz82wv,2011-08-03,12464,866
724,43.6756028,-79.38895000000001,dpz83qy,2014-05-06,17579,5730
725,43.67566,-79.55768,dpz2mwg,2013-12-09,26282,455
726,43.675670000000004,-79.53709,dpz2qnf,2014-04-24,16131,106
727,43.675709000000005,-79.30593900000001,dpz87qg,2015-11-11,11640,579
728,43.6757919,-79.402557,dpz83nu,2016-06-11,15220,1769
729,43.67595,-79.47032,dpz2rwg,2012-11-15,15021,136
730,43.6761964,-79.358828,dpz86ph,2015-04-25,20973,10278
731,43.676230000000004,-79.49565000000001,dpz2rp1,2013-12-03,14356,568
732,43.676280000000006,-79.45058,dpz82p1,2015-08-12,9082,3079
733,43.6764,-79.5933,dpz2kz1,2012-02-22,18493,5
734,43.676480000000005,-79.30894,dpz87r0,2015-04-02,10426,698
735,43.6766969,-79.41576500000001,dpz82z5,2015-04-11,20361,657
736,43.676832700000006,-79.410337,dpz82zp,2012-04-30,19157,1078
737,43.676840000000006,-79.56419000000001,dpz2mrp,2016-05-10,12097,687
738,43.676860000000005,-79.50595,dpz2qz1,2016-03-29,12273,566
739,43.676864,-79.591063,dpz2kz5,2014-04-03,20100,88
740,43.67692,-79.35508,dpz86pp,2015-05-12,9921,3294
741,43.6769472,-79.4893603,dpz2rpj,2009-03-10,7916,622
742,43.676950000000005,-79.30410400000001,dpz87rh,2015-11-11,12652,778
743,43.676976200000006,-79.38953400000001,dpz83rn,2014-05-06,13112,3335
744,43.676982,-79.447423,dpz82ph,2010-08-09,7138,1178
745,43.67719,-79.39757900000001,dpz83r0,2010-08-04,16518,642
746,43.67725,-79.5509,dpz2mz0,2015-09-15,31302,1176
747,43.67725,-79.47187000000001,dpz2rx4,2015-04-22,16442,270
748,43.67739,-79.44565,dpz82pj,2008-03-06,7834,2538
749,43.67743,-79.40811000000001,dpz83p0,2009-08-18,9984,1409
750,43.677544600000004,-79.35194100000001,dpz86r3,2015-05-12,10312,4132
751,43.67795,-79.44306,dpz82pr,2016-04-16,18027,11935
752,43.6779704,-79.34966800000001,dpz86r7,2015-05-12,11526,6884
753,43.6780781,-79.315011,dpz87pk,2010-01-04,5543,513
754,43.67822,-79.39,dpz83rm,2013-06-20,2161,3028
755,43.67841,-79.46481,dpz2rxr,2013-10-17,9529,472
756,43.6784175,-79.34731500000001,dpz86rm,2014-03-17,10706,3431
757,43.678450000000005,-79.44084000000001,dpz82r2,2015-08-12,7611,2837
758,43.678450000000005,-79.35843,dpz86pk,2010-02-18,10731,1573
759,43.678560000000004,-79.54492,dpz2mzm,2013-12-09,23515,201
760,43.678903000000005,-79.29801,dpz87x8,2016-07-07,16269,2115
761,43.678903500000004,-79.344862,dpz86rw,2015-05-12,16303,13100
762,43.67895,-79.55170000000001,dpz2mz8,2014-12-03,10353,270
763,43.67895,-79.47408,dpz2rx8,2015-04-22,16934,446
764,43.67895,-79.43867,dpz82rd,2010-01-14,6392,1398
765,43.678960000000004,-79.49685000000001,dpz2rp8,2009-09-28,14364,441
766,43.6791392,-79.39042400000001,dpz83rt,2012-04-25,15632,4127
767,43.67931,-79.52527,dpz2qre,2015-06-04,11434,155
768,43.679547500000005,-79.39855,dpz83px,2012-01-24,18929,662
769,43.67958,-79.43578000000001,dpz82rs,2012-12-20,15864,4316
770,43.679750000000006,-79.29451,dpz87xe,2015-11-11,10763,994
771,43.6798123,-79.41699,dpz82zd,2015-04-01,17065,840
772,43.679840000000006,-79.32213,dpz86zx,2016-05-05,8094,1662
773,43.6798433,-79.340118,dpz86xd,2015-05-12,13163,2832
774,43.679860000000005,-79.53898000000001,dpz2qp9,2014-04-29,32669,985
775,43.679968903,-79.433846907,dpz82rw,2010-04-12,9127,2767
776,43.68016,-79.44393000000001,dpz82pw,2016-04-12,12211,649
777,43.6802604,-79.2907,dpz87xw,2009-04-14,15084,1391
778,43.68028,-79.43251000000001,dpz82rz,2009-08-26,5493,2989
779,43.6804049,-79.33727,dpz86xu,2015-05-07,13674,4429
780,43.680510000000005,-79.39092000000001,dpz83rv,2014-04-14,15189,1027
781,43.68056,-79.28705000000001,dpz87zb,2015-11-11,11790,2467
782,43.680620000000005,-79.46644,dpz2rxy,2010-01-12,7427,491
783,43.680807400000006,-79.284041,dpz87zg,2013-10-03,9687,1980
784,43.68081,-79.50881000000001,dpz2qxz,2011-09-22,14157,420
785,43.68084,-79.56606000000001,dpz2mrv,2016-05-10,10896,323
