,geohash,SearchingByHour
2105,dpz837v,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0357, 6: 0.0769, 7: 0.0667, 8: 0.0222, 9: 0.0741, 10: 0.1071, 11: 0.1667, 12: 0.2222, 13: 0.0667, 14: 0, 15: 0.0667, 16: 0.125, 17: 0, 18: 0.1429, 19: 0.1667, 20: 0.125, 21: 0, 22: 0.25, 23: 0.3333}"
2106,dpz2we5,"{0: 0.0833, 1: 0.0278, 2: 0, 3: 0, 4: 0, 5: 0.0714, 6: 0.1875, 7: 0.2, 8: 0.1, 9: 0.1429, 10: 0.2857, 11: 0.5385, 12: 0.425, 13: 0, 14: 0.0333, 15: 0, 16: 0.12, 17: 0.4, 18: 0.1029, 19: 0.3571, 20: 0.0909, 21: 0.125, 22: 0.2083, 23: 0.1818}"
2107,dpz8851,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.25, 18: 0, 19: 0.3333, 20: 0.25, 21: 0, 22: 0, 23: 1}"
2108,dpz89g5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.25, 10: 1, 11: 0, 12: 0.3333, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2109,dpz8954,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.125, 10: 0, 11: 0, 12: 0.0909, 13: 0, 14: 0.1, 15: 0, 16: 0, 17: 0, 18: 0.2, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2110,dpz2sg4,"{0: 0, 1: 0, 2: 0.5, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.2857, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2111,dpz8d5h,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1667, 8: 0, 9: 0.3, 10: 0, 11: 0.037, 12: 0.1429, 13: 0.25, 14: 0.1667, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2112,dpz8e54,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1667, 10: 0.6667, 11: 0, 12: 0, 13: 0, 14: 0.25, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.3333, 22: 0, 23: 0}"
2113,dpz2wej,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1429, 10: 0.2, 11: 0.1111, 12: 0.1111, 13: 0, 14: 0, 15: 0, 16: 0.5, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2114,dpz8975,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0357, 9: 0, 10: 0.05, 11: 0.1111, 12: 0.025, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2115,dpz2sgj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0556, 9: 0.0833, 10: 0, 11: 0, 12: 0, 13: 0.0417, 14: 0, 15: 0.0833, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.5, 21: 0.5, 22: 0, 23: 0}"
2116,dpz887p,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.2, 11: 0.25, 12: 0.2, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 0}"
2117,dpz2xg1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1111, 9: 0.0625, 10: 0.0714, 11: 0, 12: 0, 13: 0.1, 14: 0.0769, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2118,dpz2xgj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.037, 9: 0.0952, 10: 0.1111, 11: 0, 12: 0.0357, 13: 0.1111, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2119,dpz2xgn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0, 10: 0, 11: 0, 12: 0.5, 13: 0, 14: 0, 15: 0.3, 16: 0.2222, 17: 0.5, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2120,dpz89e0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1, 8: 0.0227, 9: 0.0313, 10: 0, 11: 0, 12: 0.0441, 13: 0.0238, 14: 0.04, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2121,dpz887n,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.3333, 9: 0, 10: 0, 11: 0.25, 12: 0, 13: 0.1111, 14: 0.3333, 15: 0, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2122,dpz2xeh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0.25, 9: 0.3333, 10: 0, 11: 0.1667, 12: 0.2, 13: 0, 14: 0.3333, 15: 0.1429, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2123,dpz2t55,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0194, 7: 0.1667, 8: 0, 9: 0.3333, 10: 0.2, 11: 0, 12: 0, 13: 0, 14: 1, 15: 0, 16: 1, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 1, 23: 0}"
2124,dpz2sgh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1429, 8: 0, 9: 0.3, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.3333, 15: 0, 16: 0, 17: 0.1818, 18: 0.0625, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2125,dpz8854,"{0: 0.1667, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1667, 9: 0.25, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.0588, 15: 0.075, 16: 0.0556, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.1, 23: 0.1}"
2126,dpz8d55,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.3333, 7: 0, 8: 0.1, 9: 0.0833, 10: 0, 11: 0, 12: 0, 13: 0.0909, 14: 0.0909, 15: 0.0833, 16: 0, 17: 0.5, 18: 0.1429, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2127,dpz8874,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0.2222, 10: 0.4, 11: 0, 12: 0.2857, 13: 0.1, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 1, 22: 0, 23: 0}"
2128,dpz887h,"{0: 0, 1: 0, 2: 0.2, 3: 0, 4: 0, 5: 0, 6: 0.5, 7: 0, 8: 0.4, 9: 0, 10: 0.1111, 11: 0.05, 12: 0.0556, 13: 0.2, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
2129,dpz8e51,"{0: 0.1429, 1: 0, 2: 0.75, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1667, 8: 0, 9: 0.125, 10: 0.0769, 11: 0.0476, 12: 0, 13: 0.1667, 14: 0, 15: 0.1667, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
2130,dpz2wg5,"{0: 0, 1: 0.1429, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.2143, 8: 0.1667, 9: 0, 10: 0, 11: 0.0588, 12: 0, 13: 0.1333, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.1, 19: 0.25, 20: 0, 21: 0, 22: 0, 23: 0.1111}"
2131,dpz2weh,"{0: 0.3333, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0.0625, 10: 0, 11: 0, 12: 0.0833, 13: 0.0556, 14: 0.0526, 15: 0.1111, 16: 0, 17: 0, 18: 0, 19: 0.3333, 20: 0.2, 21: 0, 22: 0, 23: 0}"
2132,dpz8971,"{0: 0.2, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0.2, 6: 0, 7: 0.0625, 8: 0, 9: 0.0385, 10: 0, 11: 0.0435, 12: 0, 13: 0.0278, 14: 0.0714, 15: 0, 16: 0.1111, 17: 0, 18: 0, 19: 0, 20: 0.5, 21: 0, 22: 0.3125, 23: 0}"
2133,dpz2xe0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.125, 8: 0, 9: 0.1667, 10: 0, 11: 0.0833, 12: 0.125, 13: 0.2222, 14: 0.1429, 15: 0.2143, 16: 0.2, 17: 0.1875, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2134,dpz8970,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1786, 9: 0.1667, 10: 0.2, 11: 0.125, 12: 0.1429, 13: 0.2, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.1667, 20: 0, 21: 0, 22: 0.6667, 23: 0.5}"
2135,dpz2we1,"{0: 0, 1: 0.0417, 2: 0.0645, 3: 0, 4: 0.0303, 5: 0.08, 6: 0.1111, 7: 0, 8: 0.1538, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.0625, 15: 0.1053, 16: 0, 17: 0.0667, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.0435, 23: 0}"
2136,dpz2wgh,"{0: 0, 1: 0.2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1765, 10: 0.1471, 11: 0, 12: 0, 13: 0, 14: 0.0909, 15: 0.125, 16: 0, 17: 0.1667, 18: 0.2857, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0.5}"
2137,dpz8um0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1993, 8: 0.2135, 9: 0.0435, 10: 0.0357, 11: 0.0345, 12: 0, 13: 0.0417, 14: 0.0588, 15: 0.0606, 16: 0.0294, 17: 0.1667, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2138,dpz8fjh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.05, 5: 0, 6: 0, 7: 0.0417, 8: 0.0341, 9: 0.0588, 10: 0.15, 11: 0.0698, 12: 0.0256, 13: 0.1136, 14: 0.0952, 15: 0.0714, 16: 0.1071, 17: 0.0556, 18: 0, 19: 0.0167, 20: 0.125, 21: 0.0714, 22: 0.25, 23: 0}"
2139,dpz2ym5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1364, 10: 0, 11: 0.1667, 12: 0.1, 13: 0, 14: 0.1429, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2140,dpz2zjj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.125, 9: 0.125, 10: 0.2, 11: 0.1667, 12: 0.1818, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
2141,dpz8uv0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.1429, 11: 0.5, 12: 0, 13: 0, 14: 0.2857, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2142,dpz8bjp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0769, 10: 0.125, 11: 0, 12: 0.5, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.5, 23: 0}"
2143,dpz8fm1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0588, 10: 0, 11: 0.0909, 12: 0.1364, 13: 0.1429, 14: 0, 15: 0.2, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2144,dpz2zm0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.5, 10: 0, 11: 0, 12: 0.3333, 13: 1, 14: 0.6667, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2145,dpz8gjh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.25, 10: 0.1667, 11: 0, 12: 0, 13: 0.4, 14: 0, 15: 0.2857, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2146,dpz2zjn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.2, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.15, 12: 0, 13: 0.1667, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2147,dpz2um0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 0.5, 11: 0, 12: 1, 13: 0, 14: 0, 15: 0.3333, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2148,dpz8gjn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1875, 9: 0.1429, 10: 0, 11: 0, 12: 0, 13: 0.2, 14: 0, 15: 0, 16: 0, 17: 0, 18: 1, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
2149,dpz2zjh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0.5, 9: 0.2, 10: 0, 11: 0, 12: 0.25, 13: 0, 14: 0, 15: 0.1, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2150,dpz8ujp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.2857, 8: 0.02, 9: 0.0135, 10: 0.0139, 11: 0, 12: 0, 13: 0.0645, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2151,dpz2um1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0.6667, 8: 0, 9: 0, 10: 0, 11: 0.1667, 12: 0.4, 13: 0, 14: 0, 15: 0, 16: 0.25, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 1}"
2152,dpz2vvn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0.3333, 9: 0.25, 10: 0, 11: 0, 12: 0, 13: 0.4, 14: 0.25, 15: 0, 16: 1, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2153,dpz2ym4,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 1, 10: 0, 11: 0, 12: 0.2, 13: 0, 14: 0, 15: 0.6667, 16: 0.1667, 17: 0, 18: 0.75, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2154,dpz8bj1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.25, 10: 0.6, 11: 0, 12: 0, 13: 0.2222, 14: 0, 15: 0.0714, 16: 0, 17: 0, 18: 0.1429, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2155,dpz8um1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0256, 10: 0.2059, 11: 0.1111, 12: 0.1667, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.0667, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2156,dpz2ztn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0.1429, 10: 0.3333, 11: 0, 12: 0.3333, 13: 0, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2157,dpz2yt1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0909, 6: 0, 7: 0, 8: 0, 9: 0.1429, 10: 0.1, 11: 0.2, 12: 0, 13: 0.3333, 14: 0.25, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.25, 22: 0, 23: 0}"
2158,dpz8bj4,"{0: 0.1111, 1: 0, 2: 0.25, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.1818, 11: 0, 12: 0, 13: 0, 14: 0.1, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.1667, 23: 0.125}"
2159,dpz2zjp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0714, 10: 0.1154, 11: 0.0758, 12: 0, 13: 0, 14: 0.25, 15: 0.125, 16: 0.0833, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2160,dpz8ftp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2857, 10: 0.25, 11: 0.0417, 12: 0, 13: 0.0909, 14: 0.0667, 15: 0.0968, 16: 0.1538, 17: 0.1818, 18: 0, 19: 0, 20: 0.1429, 21: 0, 22: 0, 23: 0}"
2161,dpz8utp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1333, 10: 0.6875, 11: 0.1, 12: 0, 13: 0.1111, 14: 0.2273, 15: 0.125, 16: 0.3333, 17: 0.125, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2162,dpz2vvp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0125, 8: 0.0644, 9: 0.0968, 10: 0, 11: 0, 12: 0.0429, 13: 0.0569, 14: 0.0588, 15: 0, 16: 0.1, 17: 0.2, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
2163,dpz2yj0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1429, 7: 0.034, 8: 0.0144, 9: 0.0714, 10: 0.037, 11: 0, 12: 0.0156, 13: 0.0027, 14: 0.037, 15: 0.0455, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2164,dpz83sj,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0833, 7: 0.0645, 8: 0.0435, 9: 0.1984, 10: 0.1852, 11: 0.254, 12: 0.16, 13: 0.2333, 14: 0.3, 15: 0.1429, 16: 0, 17: 0.0313, 18: 0, 19: 0, 20: 0, 21: 0.2, 22: 0.2, 23: 0}"
2165,dpz83hn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0177, 9: 0.0241, 10: 0.0405, 11: 0.0692, 12: 0.0846, 13: 0.0351, 14: 0.0494, 15: 0.0341, 16: 0.0286, 17: 0, 18: 0.0667, 19: 0.125, 20: 0, 21: 0, 22: 0, 23: 0}"
2166,dpz83s0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0833, 5: 0, 6: 0.1034, 7: 0.1471, 8: 0.0862, 9: 0.0854, 10: 0.1207, 11: 0.0882, 12: 0.08, 13: 0.0926, 14: 0.1176, 15: 0, 16: 0.125, 17: 0, 18: 0, 19: 0.0357, 20: 0, 21: 0, 22: 0.25, 23: 0}"
2167,dpz2rk5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.1111, 13: 0.0526, 14: 0.1667, 15: 0, 16: 0.1667, 17: 0, 18: 0.3333, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2168,dpz2mh1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0833, 8: 0, 9: 0.1429, 10: 0, 11: 0, 12: 0.0345, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.2, 18: 0.1429, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2169,dpz86h5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1786, 10: 0.1, 11: 0.125, 12: 0.0909, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 1, 22: 0, 23: 0}"
2170,dpz82kp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1111, 10: 0, 11: 0.1, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.25, 18: 0, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0.5}"
2171,dpz87hp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.3333, 10: 0.5, 11: 0, 12: 0, 13: 1, 14: 1, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2172,dpz2qsj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0.5, 10: 0.2, 11: 0, 12: 0, 13: 0.25, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
2173,dpz86s4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.75, 7: 0, 8: 0.2, 9: 0.25, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.3333, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2174,dpz86k0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.4, 8: 0, 9: 0, 10: 0, 11: 0.2, 12: 0.1111, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2175,dpz2qs5,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0, 10: 0.1429, 11: 0.2, 12: 0, 13: 0, 14: 0.3333, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 1, 23: 0}"
2176,dpz82hp,"{0: 0, 1: 0, 2: 0, 3: 0.5, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.2, 12: 0, 13: 0, 14: 0.5, 15: 0, 16: 0.1667, 17: 0, 18: 0, 19: 0.6667, 20: 0, 21: 0, 22: 0, 23: 0}"
2177,dpz83k5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0938, 10: 0.0588, 11: 0.1111, 12: 0.1667, 13: 0.2222, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2178,dpz86kh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.0714, 9: 0, 10: 0, 11: 0.1429, 12: 0, 13: 0.1429, 14: 0, 15: 0, 16: 0.0222, 17: 0, 18: 0, 19: 0.1429, 20: 0, 21: 0, 22: 0, 23: 0}"
2179,dpz2qsh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0588, 9: 0, 10: 0.375, 11: 0, 12: 0.125, 13: 0.1111, 14: 0.0909, 15: 0.0909, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.2, 21: 0, 22: 0, 23: 0}"
2180,dpz83u0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0909, 9: 0, 10: 0.0588, 11: 0.1818, 12: 0.1176, 13: 0.0714, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.2, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0.3333}"
2181,dpz83hj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1667, 7: 0, 8: 0, 9: 0.2, 10: 0, 11: 0, 12: 0.1667, 13: 0.1364, 14: 0.2857, 15: 0, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2182,dpz86kj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.3333, 10: 0, 11: 0, 12: 0.1, 13: 0, 14: 0.4444, 15: 0.1111, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2183,dpz86h4,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0.1, 10: 0.1429, 11: 0.3333, 12: 0, 13: 0.1429, 14: 0, 15: 0.25, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
2184,dpz86k4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0667, 9: 0.0909, 10: 0.0833, 11: 0.1429, 12: 0.1364, 13: 0.1, 14: 0.1111, 15: 0, 16: 0.25, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
